id,text,label,category,source,filename
phishing_대출 사기형_1," 1단탈 알겠고요. 저희들이 KB 금융괴르사, KB저축은행인데요 지금 5월에 저희를 입혀 한 대출 플라스 싱올유지사금적으로 나온 대출 상품이 있어요 그리고 연휴율이 7.8%대로 진행하는 부분이고 상황기간이 온앤까지고요 중도상화 가능하고 수수력을 사용해 없이 올리금균동분할성원 혹은 망길시 성원 쪽으로 이자만 값부제도 되는 부분이예요  그리고 최대 맵심 대완대 줄 불러서 생활리치 자금 쪽으로 5천만원까지인데 5체만 원은 그럼 다 받으실 거예요. 일단 잘 알겠고요 증.. 맞으시죠? 고객님 혹시 지금 사용하고 있는 휴대폰은 본인 이름으로 되어 있는 거 같아요 통신사는 SKT LZ예요 삼성 스마트폰 맞으세요? 혹시 카톡을 사용하고 계셔요  네 그러면 카톡 추가를 해서 저희들 회사 상호하고 제 이름 넣어드릴게요 왜요? 예? 왜요 고객님 저한테 전화를 주셔서 통화 중에 제가 전화를 못 받으면은 카톕으로 연락을 할 수가 있어서 그런 거 아니에요 아니 다 말하시고요 네? 다 말해주시면 돼요",1,대출 사기형,original,1.mp3
phishing_대출 사기형_2," 네, 고객님. 네. 그런데 제가 지금 입으니까 없으시던데요? 어느 부분에 연락을 주신 건가요? 잠실이 우리의 그... 잠시.. 네. 이 시점이 여러 군데 있어요. 네, 우리.. 잠시 후에 연낳고 계십니다. 맞습니다. 그때 영어 필팅으로 연락주신 거 말게요. 영어밀핑은 아니고 백협원으로. 한 감쇄지담이 이제 어..  주점이 크다 보니까 기본적으로 이제 일주일 중 1반부터에서는 저희 대출팀 직원을 모를 수도 있어요. 네. 대출 영업, 대출1팀으로 연락을 하셔서 일단 보시면은 확인이 다 되시는 부분이시고요. 대추리침무요? 영업대출의 친명 예 그리고 고기님 삼성카드 같은 경우에는 고개님께서 삼성 카드로 연락주시고 완갑 처리 해주고 계시잖아요. 저희들한테 뭐 해드릴게 없고  그런데 선승 카드에서 확인이 안 되니까요. 그게 제가... 아, 제가 그 얘기 말씀 안 드렸어요 고객님? 법무용 납보를 증명서 같은 경우는 공문사가 이미 확인이 되셨기 때문에 다른 상담원이 확인이 안될 수가 있어요 앞전했으니까 분명히 말씀드렸을 수 있겠지 이게 납보 처리가 바로 들어가는 게 아니고 상하 처리가 고객이께서 저의 대출을 못 받아 보시거나 아니면 고객님이 이제 중도에  다른 개출 진행권으로 해서 부결에 나칠 경우에 공익에서 다시 환경을 받아보실 수 있도록 중간에 법무팀에서 보관하고 예치하고 있는 상황이라서요. 그러면 제가 분석하세요 확인은 어떻게 하죠?",1,대출 사기형,original,2.mp3
phishing_대출 사기형_3," 1단탈 알겠고요. 저희들이 KB 금융괴르사, KB저축은행인데요 지금 5월에 저희를 입혀 한 대출 플라스 싱올유지사금적으로 나온 대출 상품이 있어요 그리고 연휴율이 7.8%대로 진행하는 부분이고 상황기간이 온앤까지고요 중도상화 가능하고 수수력을 사용해 없이 올리금균동분할성원 혹은 망길시 성원 쪽으로 이자만 값부제도 되는 부분이예요  그리고 최대 맵심 대완대 줄 불러서 생활리치 자금 쪽으로 5천만원까지인데 5체만 원은 그럼 다 받으실 거예요. 일단 잘 알겠고요 증.. 맞으시죠? 고객님 혹시 지금 사용하고 있는 휴대폰은 본인 이름으로 되어 있는 거 같아요 통신사는 SKT LZ예요 삼성 스마트폰 맞으세요? 혹시 카톡을 사용하고 계셔요  네 그러면 카톡 추가를 해서 저희들 회사 상호하고 제 이름 넣어드릴게요 왜요? 예? 왜요 고객님 저한테 전화를 주셔서 통화 중에 제가 전화를 못 받으면은 카톕으로 연락을 할 수가 있어서 그런 거 아니에요 아니 다 말하시고요 네? 다 말해주시면 돼요",1,대출 사기형,original,3.mp3
phishing_대출 사기형_4," 네, 고객님. 네. 그런데 제가 지금 입으니까 없으시던데요? 어느 부분에 연락을 주신 건가요? 잠실이 우리의 그... 잠시.. 네. 이 시점이 여러 군데 있어요. 네, 우리.. 잠시 후에 연낳고 계십니다. 맞습니다. 그때 영어 필팅으로 연락주신 거 말게요. 영어밀핑은 아니고 백협원으로. 한 감쇄지담이 이제 어..  주점이 크다 보니까 기본적으로 이제 일주일 중 1반부터에서는 저희 대출팀 직원을 모를 수도 있어요. 네. 대출 영업, 대출1팀으로 연락을 하셔서 일단 보시면은 확인이 다 되시는 부분이시고요. 대추리침무요? 영업대출의 친명 예 그리고 고기님 삼성카드 같은 경우에는 고개님께서 삼성 카드로 연락주시고 완갑 처리 해주고 계시잖아요. 저희들한테 뭐 해드릴게 없고  그런데 선승 카드에서 확인이 안 되니까요. 그게 제가... 아, 제가 그 얘기 말씀 안 드렸어요 고객님? 법무용 납보를 증명서 같은 경우는 공문사가 이미 확인이 되셨기 때문에 다른 상담원이 확인이 안될 수가 있어요 앞전했으니까 분명히 말씀드렸을 수 있겠지 이게 납보 처리가 바로 들어가는 게 아니고 상하 처리가 고객이께서 저의 대출을 못 받아 보시거나 아니면 고객님이 이제 중도에  다른 개출 진행권으로 해서 부결에 나칠 경우에 공익에서 다시 환경을 받아보실 수 있도록 중간에 법무팀에서 보관하고 예치하고 있는 상황이라서요. 그러면 제가 분석하세요 확인은 어떻게 하죠?",1,대출 사기형,original,4.mp3
phishing_대출 사기형_5," 네. 제가 어떻게 비닐이... 심사 결과 확인해서 연락돼요. 통화 괜찮으신가요? 일단 결과를 확인되셨는데 지금 보면 어렵다고 전달은 받았어요. 부결 처리 제시기 전에 잠깐 보류권으로 올려놨는데요 사회를 정확하게 좀 확인을 해보니까 지금 보면 기존에 저희 쪽 알아보시기전에  본의 안이게 좀 중개업체를 통해서 대출을 알아보신 것 같은데 이게 금융사 여러분들 반복적으로 접수가 되셨더라 조회진 신 이력들이 쌓이시면서 지금 신호 평창 자체가 너무 많이 떨어지셨더라고요. 지금 보면 조회기로 이것저것은 많아요 그래서 저희 쪽에서는 최종적으로 평점이다 를 어렵다고 나왔는데 제가 고객님 상황 확인해보니까 현재 사항에서 다른 탁 금윙사에 서류돌린다 해도  대출 자체가 나올 수 있는 상황이 아니더라고요. 그래서 고객님께서 꼭 필요한 자금이 있다고 하시면 제가 현재 사항에서 가능한 방향 확인해 보고 연락을 좀 드린 거고요. 대병양은 간략하게 설명을 한번 드릴 거니까 잘 한 번 들어보시고 이거는 말씀만 해주시면 됩니다. 지금 설명드리는 대출자첸에 저 혼자 이제 단독적으로 진행해서 대출 승인 처리를 내드릴 수 있는 부분도 아니고  이거는 외부 전산업체를 통해서 해당 금융사 결제 부서에 리벨트를 시급하는 조건으로 생인 처리를 내드릴 건데요. 쉽게 말씀을 드리자면, 금윙사를 컨택을 해서 이 금윽사의 대출결제해주는 책임자랑 미리 말을 맞춰놓고 진행하는 대출이라 대출자금은 100% 가능한 대출이라고 해서 제가 설명을 드리는 거고요 기존에 봄이님께서 진행하셨던 중계 업체들처럼  여기저기 전화받으며 신용조회기록들을 남겨가며 진행하시는 대출이 아니라 이거는 전산업체 중에서 고객님한테 금융사한 곳을 배정해주실 겁니다. 그럼 배성부할 때 금윽사로 본인이 직접 접수를 할 거고, 접수하시고 나면 승인이나서 고객님이 통장으로 대출금 입김까지 받으실 수 있도록 이제 다 처리해 드릴 거고요 보세적으로는 그날 동안 신용관리를 도움을 드릴 겁니다  그래서 두 달 관리 기간 이후에, 기존에 고객님께서 대출 받았던 사나머니하고 리드쿠프랑 오키이저 주원의 세 군데 있잖아요. 이 세문대 금니가 다 높더라고요 보니까 나머지는 햇살론이라든지 차활부 이런 건데 이 세분대도 금니를 높기 때문에 이 세븐대랑 이번에 봤는대출해서 내 군대를 저희 로테키피탈에서 2달 후에 연금니 9%로 채무 통합으로 대관 대출을 해드릴 겁니다  대신에 두 달 후에 제가 적용료로 대완대출을 아무나 다해 드릴 수 있는 게 아니라 이 두달 신용관리기간 동안에는 연체 기록을 절대 생성하시면 안 되고요. 그리고 또 다른 데 대추를 알아보시면서 조회기록을 남기시면 안되거든요 그래서 이 두 가지를 두 달 동안 정확하게 이양해주셔야 루테켓 비탈에서 두 달후 금융국부로로 대한대출이 해드릴 수가 있습니다  일단은 이번에 지금 생활자금으로 나가시는 대출금의 한해선을 지금 제가 설명드린 내용 들으셨으면 고객님께서 충분히 이해하셨겠지만 이게 정성적인 방법으로 진행되시는 대추들은 아닙니다. 그런데 이걸 제가 왜 설명 드리냐면 고객님이 상황에서는 또 다른 데 설에 돌린다고 해서 대출이 나올지 않은 사항이 아니기 때문에 제가 설명을 드리는 거거든요. 이게 편법으로 진행되는 대출이고 고객님분인 자력으로 안 되는 대출을 진행하는 과정에서  비용이 따로 발생이 되십니다. 그런데 비용에 발생된다고 해서 고객님께서 본인이 먼저 부담을 하시라고 말씀을 드리는 건 당연히 아니고요 일단 전산업체 측에서 선정 된 교육사에서 승인하셔서 대출금 입금을 먼저 받아오실 겁니다 그럼 본인이 입금받은 거 다 확인하시고 그 이후에 전산 업체출으로 후별째로 결제해 주시면 되거든요  비용 같은 경우에는 고객님을 그래도 다른 분들에 비해서는 그 다음에 낮은 금액으로 측정되셨고요. 진행한 신의 대출금에게 33%로 측정이 되셨구요, 33%라고 하면 100만원당 33만원이 점산비용으로 발생이 된다고 생각을 하시면 되거든요? 이게 100% 가능하신 대출이라 해서 제가 설명을 드린 거고, 진행할 시 의사가 있다고 하시며 오늘 안쪽으로 성형 처리까지 진행해 다 도움을 드릴거고요  의사가 없다고 하시면 서류나에 제가 안전하게 폐기를 드릴 거고요. 그렇죠 이번에 나가는 대출의 항회사는 고객님 자료으로 대출이 나가는 게 아니다 보니까 비용을 따라 한번 들어가시는 거예요. 왜냐하면 두 달 있다가 금유고프로 대화한 대출은 해드리면 한달에 다가니 이제 저체가 틀려져요. 사퇴 같은 경우에는 연금 니가 뭐 1000% 이렇게 되잖아요?  이거는 한 번만 돌아가시는 거고요. 이건 이자가 나가는 게 아니라 이번에 나가는 대출이 고객님 자료고를 대출해 나가는게 아니다 보니까 비용이 따로 들어가시는데 저렴한 비용은 고객님이 생각이 틀리라는 건 아니에요. 이게 확실하게 대표로 나갈 수 있는 대출이라서 제가 설명을 드린 거예요.  그게 10만 원이 아니라 10만원은 선의자 떼는 거고 이 자기가 되었죠.  드럼틱이 있어요. 감사합니다",1,대출 사기형,original,5.mp3
phishing_대출 사기형_6," 아 이거 그동안 해보셨어요? 그님 저 통화했는데요. 이제 조금 이상하게 내가 지금 상황이 좀 안 하고 싶나 어떤 것들을 그러세요? 아니요. 예진은 처음에 돈을 넣으라고 하는데 부산원의 글플로딩에서 거기로 돈을 넘어라오니까 제가 이해 안되서 저 지금 유진 쪽에서 공무원 확인해서 연락 드린건데 그쪽에서 저희 쪽으로도 계좌는 얘기를 해주셨어요. 네, 그때 또 이번에도 조금 이해가 안되죠  아, 네. 제가 알아보고 다단대 연락드릴게요. 좀 기다려보세요. 알겠습니다, 고님",1,대출 사기형,original,6.mp3
phishing_대출 사기형_7," 잘 가세요. 네, 어제 통화했던 최호관입니다. 어떻게 가중에 결과 안내자 오늘 아침에 전화드린다고 제가 얘기를 했었는데 어떻게 통화적인거지? 잘 하세요. 일단 최대한 돈은 고객이 신청하신 최대한 도는 3000만원까지 가능하시구요. 3일은 연금 이 5.5%의 성흥 기간 60개월 입니다. 5년이고요 매월 상을 하시는 금액은 60개기준 원금이죠 포함되신 금액으로 57만 3315원 확인되시면 되기 괜찮으세요  이제 5.5%입니다, 겁니까? 아예, 나가라요 괜찮으세요? 아니 괜찮아 하시냐고요 그럼 간단하게 탑풍 설명부터 드릴게요 현재 진행하시는 대출 상품은 신용대출은 아니고 소득담보대출이라 그래서 연체를 할 경우다 고의정이 상한회비가 있을 경우 향후고객이 발생하시는 미래수두 부분에 대한 책권 출심에 대한 권한을 부여 받고 진행이 되시는 대출상품 입니다  괜찮으신가요? 이 혈액을 부여하는 과정으로는 직접 고객님께서 법무법위나 변명사 공징사무실 지정해주셔서 저희 은행 직원 파괸나가시는 부분을 만나뵙고 3자 대면을 통해서 대출 역선은 공징서를 장성하게 된군요. 이게 좀 어려우실 경우에는 저희 은획 쪽 위로 위임 처리하시는 방법도 있으시니까 어떻게 어떤 방법으로 진행을 도와드릴까요? 만약에 지역이 지금 어디죠? 집안 같은 경우를 시간이 걸려 한 일주일 정도  위임 처리하시면 당일로도 가능하시고 위임을 하면 어떻게 돼요? 위임 하실 경우에는 방문이나 대방 없이 드리는 자라받으시고 녹취를 통해서 대출각사는 공중소리를 장성하고요. 오토드로 등기발송 처리를 해드리고요. 그럼 바로 되고요 그렇죠, 당일도 가능하시구요 다만 위임처리해 하실 경우에는 이제 뭐 스스로는 저희가 대신 되드리지만 위임처 리병이 따로 발생이 되세요. 얼마긴가요? 20만원이요 5.5%는 고정금이죠  중도상황 스스로에는 최소 3개월 동안 한 번 여쭤보시면은 중도 상황을 스스루에 안 받습니다. 아, 그럼 그 다음 방문해 주실래요? 그러면 고객님께서 직접 법무법위원회 변론사 공중상실 지정하고 재연행 직원이 파괸나가는 걸로 해드릴까요? 아, 그렇게까지 해야 돼요? 방문을 해달라고 하신 거 아니에요 지금? 아니 저는 찾아가서 좀 그러자 하고 그런 줄 알게. 아니예요 유선상으로 대출할 때는 찾아가는 거는 최하위 우선순이 진행입니다  그 은행이 어디요? 햇살론저치군행입니다. 햇살��저치분행이요. 아, 햇산전기군행... 그러면 유지계 되어야죠. 네? 매우 연기는 사항이죠. 그런 수공금은 바로 하기로 하는 거고 와가지고 그 시간 동안 이래 보고 있죠 그건 뭐 고객님께서 결정해주셔야죠 제가 이렇게 하나 저렇게 나할 수 없으니까 그럼 바로 해주세요 바로 그냥 윈초리으로 진행을 도와드릴까요? 저 윈초 리병 발생되시는 금액 같은 경우에는 실제 송호되신 수수료는 아니시기 때문에 정상생인이나  고결 결과 받아오시면 100% 환급편인 해드립니다. 다만 단순 갠심을 취소하시면 한급이 안 됩니다. 네, 그러면 일단 설의적 수소부터 한번 진행해볼게요 사업자 선호 중 있으시죠? 그리고 신분증 안면 두 가지 사진 찍어서 카톡으로 좀 보내주시고요 카카오톡으로 제가 지금 메세지를 먼저 하나 보내 드릴게요 지금 메쇄 전화 보내드렸거든요? 카토 왔나요 이쪽으로 고객님 사진 찍어 보내시면 되세요 다른 궁금하신 건 없으시고  심부지면 다른 거 필요한 건 없네. 추가적인 접수 처리는 없으세요? 통장보로 안 좋은가 그건 이제 등록하고 왜 줘 봐야죠 지금 다자고 적어오시쇼 보면 어떡합니까 고객님 지금 심부분도 접수도 안 해줬는데 그냥 부족어로만 여쭤보면 뭐 합니까 제가 있는거니깐 네 알겠습니다 제가 점심시간 이후때 다시 한번 잘하드리겠습니다 아 바로 안되고요? 아니 나는... 헐접수가 언제 가능하신대요? 지금 사진 가르치워서 보내지면 안돼요? 사진 찍어서 보내주셔도 되는데  바로 가능하세요? 네 그럼 지금 찍어서 보내주세요. 그때 브이로그하고 지금 사과 같이 찍어도 돼요? 네! 아 찍어도 되냐고 올려놓고? 찍어도 됐냐고, 올려놓고요? 아 예예, 상관없으시죠 뭐. 여보세요? 네, 그래서 이제 보냅니다. 전화 좀 끊을까요 그러면 제가? 아니요, 조금 보냈어요. 네? 보냬거든요. 아 맞네, 지금 왔는데요 도와주기. 아 예.. 잠깐만요... 그러면은 지금 바로 그냥 진행을 도와드려 볼게요. 일단 지금 실제 거주하시는 지역이 울산이세요? 울산나는 곳  심사자료 정리를 바로 전행 진행 도와드리겠습니다. 실제 거시하시는 지역은 울산 남구 사용하시는 희생전환으로 통신사로는 어떻게 되세요? 본인명이세요? 금지사 올라가시는 금액은 3천만원의 심사올라가시고요 금리는 5.5% 고정금리에 상황 기간은 60개월, 5년이구요 상을 하시는금액은 57만3천35원입니다 맞죠? 네 상을 하는 일자는 지금 좀 바쁘세요 집중 안하신 것 같아요  많이 말씀하셔야 해요. 아, 말씀드리는 건 말씀드리는데 집중을 안 하시는 것 같다고요? 네. 집중하실 거예요? 네, 알겠습니다. 알겠습니다 예예 매월 상을 하시면 일자는 며칠 내드릴까요? 다 지지 몰라요. 4월 변동 안 되세요? 응. 해 줄 생인 나셨으시 경우에 대충은 손달받아 오셔서 좀 계좌 한번 부탁드릴게요. 그럼요. 네. 아까 결승하자면 하나... 미안? 고유 본인명이세요?  예, 순합 담당자인 계좌번호는 바로 카카오톡으로 보내드릴 거고요. 순합 가능하신 시간은 얼마나 걸리네요? 그렇네. 얘 위인초리병 순합초리해 주신다고 하셨잖아요 아 제가 먼저 돈을 드려야 되거든요 그 한가위에? 신사를 보죠 네,예,예 다 거기서 제하고 들어오던데? 아, 안 돼? 아니구요 그러면 저희가 이제 따로 순합 처리를 안받고 공징을 직접 하시는 걸로 처리할테니까요 사무실 좀 알아보시고 연락을 주세요. 아니, 돈을 그렇게 먼저 넣는 건 처음인데 대체 받으세요 원래는 먼저 넣은거 아니에요  근데 훈처리하실 경우에만 먼저 받는 거예요. 이게 솔직히 보시고 계신 것 같기도 하고 3,000원은 돈 또 아니겠지만 좀 이상하네요 제가 지금 대세를 가진 거 다 하셨을 텐데요. 제 아들면은 그것이 못 되었거나 해 줘서 2,000원이 먼저 넣어라 이건 아닌 것 같은데요? 말씀드리잖아요 위치 2,009원 놓지 않으셔도 되고 그런 사건으로 선입해주시고 연락을 주시면 저희 군화선의 파견 나간다고요. 그럼 공중으로 지금... 공중에서 저희가 해드릴 수 있는 담보물이 있어요?  그럼 어떻게? 제가 뭐 인수는 바로 다 쓰는 거지. 이상하게 인숨이 많이 보일 수 있어. 희망한 게 아니라 지금 작경에 요건이 안 되잖아요! 돈을 먼저 늘어난 거라는 건 유지원 씨는 이해가 안되네요. 얘가 안돼요. 얘 가야되는 게 대가리가 빠가나서 그래요. 빠가? 말하는 거 말아, 보일 수도 있으면 안돼. 무슨 보인 스피싱이에요? 과연 고객님 대출 진행하실까요? 안녕하세요. 여보세요. 빠가요. 대출진행할 수 있는 요건이되세요?! 아, 저게 아니고... 근데 안되는데 내 친구 간다, 에? 경찰에 청완해 오신 거예요. 어? 어디까지 오고 계니 좀 있다? 김씨 같은 새끼가 그냥 컷 그냥  안 할 거 알고 있었어 그러니까 내가 이러지 좀 신화",1,대출 사기형,original,7.mp3
phishing_대출 사기형_8," 안녕하세요. 안녕하세요, 고객님 김정연 대리입니다. 아 네, 대리님. 고객님이 연락이 너무 안 되셨어서 지금... 제가 너무 바빠서요.. 지금은 좀 연락 이제 가능하신 건가요? 네네네. 대리 님 저희가 남의 돈 계시니까 좋으세요! 무슨 말씀이시죠..? 어..제가 보니까 제게 사관이 더 안되있더라고요. 사안이 안 되셨라고요? 네햤 어디가 사안을 안 드신다는 거죠? 그쵸 꼭 크레이빌 공무는 예..사관이 더 안될텐데요. 고위센터에서 알아보신건가요??  네 어제 상한하신 거 수요일 날 상한... 아니 근데 잠시만요? 우울할상 한 말씀 하신 거죠. 그게 지금 고위센터로 넘어가는 게 좀 서류가 늦게 들어가서 확인이 안 되실 수도 있어요 어떻게 기록 삭제가 바로 되는데 확인 안 돼요? 그쪽에서 기록삭제하고 그냥 낙부하셨잖아요. 낙부를 완료되었잖아요. 그 정도 전산망으로 이제 고위산소한테 보내야 해요, 서류를. 그 부분이 지금 목요일날 이  수요일 그 전날이, 수요일로 빨간날이었잖아요. 그래서 그게 아마 밀리셔가고 화열끼에 밀리셔가지고 오늘까지 안 되시면 5월쯤에 아마 그쪽에서 고기순도 확인을 가능하신 부분이죠. 그렇구나... 대리님! 네? 사지 제지 마시고요 다른 사람들 피해지지 마시고 그러다 더 해봐 봐요 무슨 소리 하시는 거죠? 지금 그 개가 제가 신고해놨거든요 개가의 돈을 다 빼가셨더라고요 바로",1,대출 사기형,original,8.mp3
phishing_대출 사기형_9," 여보세요? 안녕하세요. 근데 *** 많으신가요? 네, 네! 네 안녕하세요 여기 스포츠토토사이트인데요 아 다름이 아니구요 사장님께서 혹시 안서시는 교자가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대받고 있어서 연락드립니다 저는 토토 안하는데 어떻게 지분을 알 수 있겠죠? 아 뭐 혹시 온라인에 가입하신 적은 없으세요? 네 가입하신도 없어요  저, 저 만약에 하나 없으면 좋겠어요. 저희는 그 손님들 게임은 이 혼나용으로 사용하는 겁니다 제가 뭐 잘하기가 때문에 모르겠는데... 아니 그러니까 사장님께서 혹시 그 통장 있으시면 여기 455시까지 순위급 해드리고 고객님께서 하실 수 있는 거 있으시면 혹시 무슨 살팅도 알 수 있을까요? 첫, 첫 도 센트요 아..저..아.. 네 그러면 생각하고 나중에 연락드릴게요 예, 알겠습니다",1,대출 사기형,original,9.mp3
phishing_대출 사기형_10," 안녕하세요. 네, 여보세요? 아 예 안녕하세요 저 이거 하나 깨비타에다 연락을 드렸습니다. 그래요? 네, 네, 예. 이 형님께서 중기업체 통해서 이제 필요 작은 부분 좀 신청하신 것 때문에 연락이 된 거고요 지금 이용중이신 고급니권 제목으로 시행지시 사나마미 이런 고급 니권 제모 이용하시는 부분들 10% 이하 때 전한대화 한 대출로 연락은 좀 드렸었습니다  지금 보시면 신용 금급 부분과 관계없이 저희 측에서 10% 이한 대의 정국이 대원 상품으로 원실론상품이나 바꿔 드리면 이런 상품을 정부 지원 상품에 지원자 연락을 드린 거고 국립권 어디 어디 이용 중이십시요? 네. 어디 어디 용중이십니까? 대법권 그러면은 어디 어디용중이세요? 제가 한번 보고 전화한번 해드릴게요. 알겠습니다  바로 연락 한번 좀 부탁드립니다.",1,대출 사기형,original,10.mp3
