id,file_name,script,상위_폴더
1,KAKAO_448_18.txt,"1 : 너 옷 어디서 주로 구매해?
2 : 나 주로 인터넷으로 구매해
1 : 여성 전용 인터넷 쇼핑몰이 있니?
2 : 앱을 이용하지 지그재그나 옷 쇼핑몰 앱을 써
1 : 정말 편리하겠다 나도 추천해줘
2 : 왜? 여자 옷 입게?
1 : 아니 나 여자친구 있잖아
2 : 아 그게 왜? 선물하려고?
1 : 응 선물해주고 싶어서 키키
2 : 그러면 에이블리라는 앱을 깔아 봐 인기 있는 쇼핑몰 모아놓은 앱이야
1 : 알겠어 고마워 참고할게
2 : 그래 꼭 예쁜 옷 선물해 줘
1 : 그래 꼭 예쁜 옷 선물할게
2 : 아 그리고 가격 같은 세부 옵션도 설정할 수 있으니까 골라서 선택해서 찾아 봐
1 : 고마워 친절한 나의 벗아
2 : 그래 찾아보고 궁금한 거 있으면 또 물어봐",VS_01. KAKAO
2,KAKAO_448_19.txt,"1 : 그러고 보니 나는 좋아하는 연예인이 없어
2 : 엥 그래? 눈이 가는 연예인도 없어?
1 : 응 티비를 안봐서 그런가?
2 : 아예 안 보는 거야?
1 : 응 아예 안 봐 너는 보니?
2 : 나는 가끔 보지 그럼 집에 티비가 없어?
1 : 아니 키키 있긴한데 분리 시켜 놨어
2 : 키키 진짜 안 보는구나
1 : 응 티비는 바보 상자야
2 : 왜 바보 상자야?
1 : 아무 생각 없이 멍하니 보게 되잖아
2 : 그런가 나는 재밌는 건 깔껄 거리면서 볼 수 있어서 좋던데
1 : 뭐 보고 재미를 느꼈니?
2 : 그냥 예능 프로그램 그리고 혼자 있을 때 틀어 놓으면 혼자 있는 거 같지 않고 좋아
1 : 그렇구나 그럼 적적하지는 않겠다
2 : 응 그런 거 같아",VS_01. KAKAO
3,KAKAO_448_20.txt,"1 : 요즘 볼만한 애니가 없어
2 : 다 큰 어른이 무슨 애니를 보니
1 : 그런가 애니 말고 이제 영화나 볼까?
2 : 그래 애니 말고 영화나 봐ㅎ
1 : 알겠어 영화관 가서 영화 봐야겠다
2 : 근데 생각해 보니까 친구가 귀멸의 칼날 재밌다고 그러던데 그거 봐 봐
1 : 보다 말았어 재미는 있더라
2 : 아 그래? 이미 봄? 재밌어?
1 : 응 재밌는데 그 당시 내 자신이 귀찮았달까?
2 : 그래? 무슨 내용이야 설명해 줘
1 : 일본 옛날 배경인데 괴물들이 나오는 내용이야
2 : 그 뭐지 진격의 거인 같은 건가?
1 : 아니 그거랑은 좀 다른데 좀비? 이런 거야
2 : 아 그래? 별로 내 스타일은 아니다
1 : 그래 그러면 보지 마 ㅎ
2 : 응 안 볼래ㅎ",VS_01. KAKAO
4,KAKAO_449_01.txt,"1 : 너 방금 먹은 게 점저야?
2 : 아니 나는 조금 전에 먹은 거는 점심이야!
1 : 점심을 몇 시에 먹는 거야?
2 : 원래는 2신데 오늘은 4시에 먹었어 하하
1 : 뭐 먹었는지 알려줄 수 있어?
2 : 나 오늘 닭가슴살에 두유 키키
1 : 너도 헬창이구나
1 : 운동 열심히 했니?
2 : 오늘 하다가 다쳐서 그냥 바로 집에 왔어!
1 : 너도 혹시 닭가슴살 그람수 재서 먹니?
2 : 오! 어떻게 알았어? 키키
2 : 그람수 재서 먹지~
1 : 헬창의 일상 아니겠어 닭가슴살 간은 했어?
2 : 아니 그냥 뜯자마자 바로 전자레인지 돌려서 먹었어! 키키
1 : 전자레인지 몇 분 돌려?
2 : 전자레인지에 해동 누르고 2분 돌려서 먹으면 돼!
1 : 먹기 편하겠다 야 키키
1 : 언제까지 먹을 예정이야?
2 : 나는 헬스가 끝나는 그 날까지 계속 먹을 거야!",VS_01. KAKAO
5,KAKAO_449_02.txt,"1 : 있잖아 너희 집은 아파트야?
2 : 아니! 우리 집은 빌라야 너는?
1 : 그렇구나 나는 이번에 독립했잖아!
2 : 와 부럽다 하하
2 : 나도 자취하고 싶어
1 : 아니야 부럽지 않아
1 : 나는 다시 돌아가고 싶어  ㅜㅜ
2 : 에이 자취가 좋을 텐데 왜 돌아가고 싶어?
1 : 아니야 너 혼밥이 얼마나 외로운 지 알아?
2 : 그래? 키키 나는 혼밥도 잘 해!
1 : 그렇구나 나는 절대 못 해!
2 : 에이 그래도 혼자 뭐 시켜 먹고 얼마나 좋아~
1 : 야 그게 가격이 얼마인데 가격 무시 못 해!
2 : 그럼 평소에 자취방에서 요리 해서 먹어?
1 : 초반에는 그랬는데 지금은 냉장고 텅 비어 있어
2 : 그러면 내가 추천 해 줄게 냉동식품 어때?~
1 : 아니 냉동식품 별로 안 좋아해.
2 : 그래? 그럼 내가 냉동식품 다음에 사 줄게~",VS_01. KAKAO
6,KAKAO_449_03.txt,"1 : 너 베스트 드라이버라고 하더라 키키
2 : 아 진짜? 누가 나보고 그랬어 키키?
1 : 응 내가 잘 아는 측극이 있지 키키
2 : 오 사실 맞는 거 같기도 한데 하하~
1 : 너 제주도에서 운전도 많이 했다며.
2 : 맞아 나는 제주도에서 운전을 제일 많이 한 거 같아!
1 : 거기서 몇 키로 운전했어?
2 : 다 합하면 2천키로는 넘을껄?~
1 : 그게 제주도에서 가능한 키로수야?
2 : 제주도 한 번 가면 3바퀴씩은 돌은 거 같아 하하
1 : 그 정도면 이제 제주도 안 가도 되겠네?
2 : 그렇긴 한데 매번 갈 때 마다 새로운 곳들이 생겨나더라고!
1 : 최근에 제주도 언제 갔다 왔어?
2 : 4달 전에 갔는데 다음 주에 한 번 더 갈 예정이야 하하
1 : 헐 대박이다 부럽다 너의 체력.
2 : 에이~ 키키 제주도의 매력은 무한해!",VS_01. KAKAO
7,KAKAO_449_04.txt,"1 : 너 요즘에 회사 다니고 있어?
2 : 아니 나는 요즘 단기 알바 하는 중이야!
1 : 너 혹시 쿠팡 알바 하는 거니?
2 : 어 어떻게 알았어?! 맞아 하하
1 : 그것도 내 측근이 알려줬지~
2 : 측근이 많은 정보를 알고 있구나! 대박이다
1 : 너는 내 손바닥 안에  있단다.
2 : 헉 맞는 거 같아
2 : 요즘 쿠팡 알바도 더 힘들어졌어 ㅠㅠ
1 : 어떤 식으로 힘들어졌어? 슬프다 ㅜㅜ
2 : 주문이 많아져서 요즘 더 바쁘더라고!
1 : 너도 상하차 알바 하는 거야?
2 : 그것도 하고 쇼핑도 하고 다양하게 해
1 : 거기서 쇼핑을 어떻게 해?
2 : 카트 끌고 다니면서 주문한 상품들을 담아주는 거야~
1 : 그렇구나 진짜 요즘 세상 빨리 돌아가서 몰랐어 ㅜㅜ
2 : 재밌어 키키 다음에 너도 한 번 해 봐~",VS_01. KAKAO
8,KAKAO_449_05.txt,"1 : 최근까지 군바리였던 친구야 재대하니까 어때?
2 : 너무 행복하고 시간이 소중하다고 느꼈어! 하하
1 : 너 여자친구 꽃신 신겨줬어?
2 : 당연하지~ 1월에 바로 신겨줬어!
1 : 최고의 남자친구네
1 : 군대에서 안 힘들었어?
2 : 힘들긴 한데 동기들이 재밌어서 나름 버텼어 하하
1 : 동기들이 좋은 사람이라 진짜 다행이다 ㅜㅜ
2 : 맞아 군대 가면 동기가 중요한 거 같아~
1 : 맞아 최근에 드라마 디피? 그거 보니까 완전 무섭던데 ㅜㅜ
2 : 그건 너무 옛날이라 그렇지 지금은 그렇진 않아!
1 : 그렇구나 너는 어느 지역에 있었어?
2 : 나는 경기도 최전방에서 근무하고 전역했지~
1 : 그래? 경기도 최전방이면 어디야?
2 : 아 경기도 파주시라고 알아?~
1 : 아니 한 번도 안 가봤어!
2 : 나도 입대하고 파주시에 처음 가 봤어! 키키",VS_01. KAKAO
9,KAKAO_449_06.txt,"1 : 너는 인문계 고등학교 다닌 거야?
2 : 아니 나는 마이스터고 다녔어! 하하
1 : 헐 마이스터고는 뭐야 처음 들어봐!
2 : 실업계에서 조금 더 심화한 과정을 배우는 학교야!
1 : 그렇구나 무슨 과 나왔어?
2 : 나는 기계과 졸업하고 취업했어 하하
1 : 거기도 자격증 공부를 하는 거야?
2 : 맞아 시험 공부도 하고 자격증 공부도 해!
1 : 그렇구나 자격증 많이 땄어?
2 : 응 1년에 2~3개씩은 기본으로 취득 하는 거 같아
1 : 헐 그러면 지금 한 8개 가지고 있는 거야?
2 : 당연하지~ 키키 그 정도로 열심히 노력했으니까!
1 : 대박이다 이제 꽃길만 걸으면 되겠다!
2 : 그러면 좋겠다
2 : 근데 아직 아닌 거 같아 ㅠㅠ
1 : 요즘에 코시국이라 다들 힘들어서 그래 ㅜ
2 : 맞아 나도 그것 때문에 요즘 걱정이야!",VS_01. KAKAO
10,KAKAO_449_07.txt,"1 : 너는 형제가 어떻게 돼?
2 : 나는 부모님이랑 나랑 같이 총 세 명이야!
1 : 아 형제가 없구나
1 : 나는 언니 한 명 있어!
2 : 맞아 ㅠㅠ 나도 누나가 있었으면 좋겠어!
1 : 그렇구나 근데 혼자도 괜찮아~ 편하잖아~
2 : 아니야 너무 외롭고 심심해
2 : 언니 있으면 좋지 않아?~
1 : 맞아 우리는 수다를 많이 떨어서 좋긴 해!
2 : 나도 수다 좋아하는데 같이 떨어 줄 사람이 없어...
1 : 너도 우리 단톡방에 들어오지 않을래?
2 : 아 진짜? 나도 들어가도 되는 거야?~
1 : 너 이제 내 여동생 되는 거야~
2 : 그래 그럼 나 거기 초대해줘
2 : 나도 수다 같이 떨고 싶어!
1 : 그래 내가 언니들한테 물어볼게!
2 : 고마워 나도 언니들이랑 친해지고 싶어 하하
1 : 키키 이제부터 나한테 언니라고 불러~
2 : 알았어 그러면 언니라고 부를게~",VS_01. KAKAO
