id,text,label,category,source,filename
asr_phishing_대출 사기형_1_1,"아단 알겠고요. 저희돌 KB 금융괴사, KB저은인테요 지금 5월아에 저희를 입혀 한 태줄 플라스 싕올유지사금으로 나온 대 상품이 있어요 그리고  연휴율이 7요.8아대로 진행하네는 부분이고 상기이 온앤까지고요 중도상화 가능하고 수수력을 사용해 없이 올리금균분할성원 혹은 망길시 성원쪽으로 이자만 값부재그도 되는 부분의예요  그리고 최대 맵심 대 완대 줄 불써 생활리 자 쪽오로 5천만원까인데 5체만 원은 그럼 다 받으실 거예요. 일단 잘 알겠고요 증.. 맞으시죠 고객님 혹시 지금요 서용하고 잇는 휴대폰온 본인 이름으로되어 는 거 같아요 통쉰사는 SKT LZ예요 성 스마트폰 맞으세요? 혹시 카톡을 사용하고 계셔  네 러면 카독 추가롤 해서 저희 회사 상호하고 제 이름 넣어드릘케요 왜요? 예? 왜요 고객님 저한테 전화롤 주셔서 통화 중에 제가 전화를 못 으면 은 카톕으로아 연락을  수가 있어서 그런 거 아니에요 아늬 더 말고요 네? 다 말해주싀면 돼요",1,대출 사기형,asr_noise,1.mp3
asr_phishing_대출 사기형_2_2,"네, 고객님. 네. 그런데제가지금 입으니까 으시던데요? 느 에 연락을  건가요?잠실이 리의 그... 잠시.. 네. 이 시점이 러 군데 있요어 , 오리.. 잠시 후에 연고 계십니다. 맞습니다. 그때 영어필팅으로 연신 거 말케요 영어밀핑은 아니고 백원으로. 한 감쇄지담이 이체  어..  주점이  포저까기네분적으로 이제 주일 중 반부터에서는 저희 대출팀 직원을 무를그 수도 어요. 네. 대출 영업, 대출1으로 연락 하쎠서 일단 보시면 확인이 다 시는 부분이시고요. 대추리침무요? 영업대출아의 친명  그리고 고기님 삼성카요드 같은 경에요는 고개늼께 삼아성 카드로  연락주시고 완갑 처리 해주코어 계시잖아요. 저희들한테뭐 드릴게 없고  그데 선승카드에 확읜이 안 되니요. 그게 제가... , 제요가 그 얘기 말씀 안 드렸어 요 고겍님? 무용 납보를 증명서 은 경우는 공문사가이미 확인이 셨기 때에 다른 담원이 인이 될 수가 있요 앞전했으니까 분명히 말씀드렸을 수 있겠쥐 이게 납보 리가  들어가는  아니고 상하 처리 가 고객이깨서 처의 대출을 못 받 보시거나 아늬면 고캑님  이제 중도에 다저른 캐 진행권으로 해사 푸결에 나 경오에 공익에 다시환경을 받아보실 수 도록 중간에음 법무팀에사 보관하고 예치하고 있는 상황이라서요. 그러면어 제거 분석하세요 확인은 떻게하죠?",1,대출 사기형,asr_noise,2.mp3
asr_phishing_대출 사기형_3_3,"1단탈 알겠고. 자희들이 KB 곰괴르, KB저축은행인대요 지금 5월에 저희를입혀 한 대출폴러스 싱올유지사금으루 나온 대출상품이 있어요 그리고 연휴율이저 7요8대로 진행하는네 푸분이고 상황기간이 앤지고요 중상 능하 수수력올 사용해 없이 올리금균동분할썽원 혹은 길시  성원 쪽으로 이자그만 값보제도음 되는 부분이요  그리고 최데 맵심 데완대 줄 불러 생 활 리 치 자금 쪽으로 만원까지인 5체만그 원은 그 다  받으실 거예요.그 일단 잘 알고 요 증.. 맞으시? 구님 혹시 지금 사용하고 있는음 휴대요폰은 본인 이름으로 되어 있는 거 같아요 통신사는 SKT LZ예요 삼성 마트폰 맞으세 요? 혹시 카톡을 사용하 계요  네 러면음 카톡초가를 해서 저희들 회사 상호하구 제 이름 넣어드릴게요왜요? 예? 왜요 고객님 저한테 전화를 추셔 통화 중에 제어가 전화를 몼 받으그면은 카톕으로연을 할요 수가있어사구런 거 아니에요 아니그 다 말시고요 네? 다 말해주시면 돼요",1,대출 사기형,asr_noise,3.mp3
asr_phishing_대출 사기형_4_4,"네 구님. 네.  그런데 제거 지금 입으니 없으시단요? 어누 부분에 연락 조신 건 가요? 잠실이 우음리 ... 잠.. .  시점이음 여러 군데 어요. ,우리.. 잠 호에 연고계십니다. 맞니다.  영어 필팅으로 연럭주 거 게요. 영어밀핑은 니고 백협원으로  검쇄담이 이그제 아..  주이 크다 보니 기본적으로 이재 일일 중 1반부터에서는 희 대출 팀 직원을 모룰 소도 어요. 네. 대출영업, 대출1팀요오로 연을 하셔서 일단보시면은 홬인이다 되시 부푼이시고요어 태추리침무요? 영업대네출의 진명 예 그리고 님 삼성카드그 같은 경우에는 코개님서 삼 카 두로 연락주고 완갑 처리 헤주고 계시잖아요. 처희한테 뭐 해드릴게 없고  그런데선승 카두에서 확인이 언 퇴니어까요. 그게 제가... 아, 제가 그 얘어기 멀씀 안저 드렸어요 고객님? 무아용 납보를 증 명서 같온 경음우는 콩문싸가 이미 확인의 되셨기 때문에 른 상담원이홬인이 안될 수가 있아요  앞전했으니까 본명히 말씀드렸을 수 있겠지 이개 납보 처리가 버로 들어가눈 케 니고 상아하 처리가 고객이께서 저 의 대출을 못 받아 보시거나 어니면 고겍님이 이제 중도에  다른 출 진요행권으로 해서 부결 나칠 우저에 공익에 다 시 환을 받아보실  읬음도록중간에그 무팀에서  보관하고 예네치 하고 있 상황이러그서요. 그 체 분석하세요저 확인은 떻게 하저죠",1,대출 사기형,asr_noise,4.mp3
asr_phishing_대출 사기형_5_5,"네 제가 어떻게 비 이... 심사 결과 확인해서 연락돼요. 통화 괜찮오신가요?일단 결를 확인되셨는데 지요금 보 어렵더고 잔어달 받았요. 부 리 제시기 전에 잠깐 보류권으로음 올려놨는대요 사회 정확하게 좀 확인을 헤보니까 지금  보면요 기존 저희 쪽요 얼아부시기에  본의 안이그게 좀 중게업체를 통해서 대출을  알아보신 것 같은  이게 금융사 여러돌 반복적으로  접수가 퇴아셨더라 조회 신 이력들아이 쌓이시면서 지금 씬호 평 자체가아 너무 많이 떨어지셨더라고요네 지굼 보면어 조회기 이것저것은 많요 그레서 희 쫔에서는 종적으로 평점이다 를 어렵다고 나왓는데제거 고객님 상황 확인해보니까 현재 사항에서 다 탁 곰윙사에 서류돌다 해도  대출어저가 나올 수 있는상황 니더 라고요. 그래써 고객님께서 꼭 필요헌 자금이 있타고 하시면 재가 현재 사항에서 카능한 팡 향 확 인해 보 연락올 좀 드릔 거고요. 양은 간략하게 설명을헌 드릴 커니 잘 한요 번 들어보요시고 이가는 말씀만아 헤주면 됩니다.요 지금 설명드리는 대출자첸에 저 자 이제 단톡작으로 진행해서 대촐 인 처리를 내릴 수 있는 분도 아니 구  이거는 외부 전산업아체를 통해서 탕 금융사 결제 부서에리벨트를 시급하는 초건으로 생 인 처뤼를 내드릴 건데요. 게 말어씀을  드릐자면, 금윙사를 건택을 해서  금윽사의 대출결제해주는 윔자랑 미리 멀을 맞춰놓구 진행는 대출이라대출자금아은아 100% 가아능한 대촐이라고 해 제가 설명울 두 리는 거고요 기존에 봄이님께저서 진헹하셨던 중계 업체틀처람  여기저기 전화받며 신 용조회기롴들을 남겨가며 진행하시는 대출이 니라 이거는 전산압체 중에서 고객님테금융음사헌 곳을 정해실 니다. 그럼 배성부할 때 윽사루 분인이네 직접 접수를요 할거구, 접하고 나면 읜 이나 고객저님이 동장으네로 대출금 입김까 으실 수 있도록 이체 다 처리해 드릴 거고요 보세적으로는 그날음 통안 신용관리를 도움을 드릴 겁니더  그래서 두 달 관리 기간 의후에,  기존에 고객께서 대출 받 았던 서나머니하고요 리드쿠프랑 오 키이저 주원 세 군데 있잖아요 위 세문대 금니가 다 높더라고 보니까 나머지논 햇살론이든지 활부 이런 건데 이 세네분대도 굼니를 눞기 때몬에 이 세본대랑 이펀에 봤는대출해서  군대를 저희 로테키피 탈에서 2달 호에 연금니 9%로아 체무 통합으 로 대관 대출울 해드릴 겁니다  신에 두 달 후에제가  용료 대완출을 아저무나 다해 드릴 수 있는 개 아뉘라 이 두달 신용관리기칸 동안에 연체 기록을 절대 쌩성하시면안 되고요.그리고 또 다 데 대추롤 얼아보시면서 조기록을 남기면 안되거든요 그래서 이 두 지를 두 달 둥안 정확하게 이헤주셔야 루켓 비달에서 두 달후 융 국부로로 한대출이 해드릴 수가 있습다  일단은 이번에 지금 생활차금로 나가시는 대출금의 한해을 치금 제가 설명드린 내용 들으 셨으면 고객님께서  충본히 이해하셨겠지만 이게 정성적인 방법로 진행퇴시는 대추들온 아닙다. 그런데 이걸 제가 왜 설명 드리면 고캑님이 상황에서는 또 다른 테그 설 돌린다고 해 서 대출이 나올지 않은사항 의 아니기 떼문에 제가 썰명을 드리는 거커든요. 위게 편법으로그 친행되는 대출요이고 고객님분인 자력으로안 되는 대출 진하는 과정애서  비용이 떠로 발생이 되십니다. 그런데 비용에 발요생된다고 해서 고객님께사 본인이 먼 부담울 하시요라그고 말씀을 드는 건 당연히 아니고요 일단 전산업체 에 산청 된 교육사에서 승인하셔그사 대출금 입금을 먼저아 받아오실 겁다 그럼 본인이 입금받은아  다 확인하 고  이후에 전산 채출으로 별째 결해  주시면 되거저든요  비용 같음은 경우에  겍뉨을 래도 다른 본들에  비해서논 그 다음에 낮은 금액으로 측정되셨고요. 진요행한 신아의 대출금애게 33%로 측정이 셨구요 33%라고 하면 100만원당 33먼 원이 점산용으루 발생이 된다고 생각을 하시면 되거든요? 이게 100% 가능하신 대출이 해서 재가  설명을드린 거, 즨행할 시 의사가 있다고 하시며 오늘 안쪽으로 성 처저리까지 쥔행해 다 도 드릘 거고요  의가 없다고 하시어면 서류나에 제가 전하게 폐기를 드릴 거구요. 그렇죠 이번애 나가는 데출 항회사는 고객 자료요으로 대출이 나가는 게 아니다 보니까 비 따라 한번 돌어 가시는 거예요음. 왜냐하면 두  있다가 유 고프로 대화한 대출은 해드리면 헌네달에 다가니 의제 저체아가 틀려져요. 사퇴 같은 경우는 연저금 니가 뭐 음000% 이음렇게 되잖아 요?  위거는  번만 돌가시는 거요고어요. 이간 이자가 나가는 게 아니라 이반에 나는 대네출이 객님 자료고를 대출 나가는게 아니다 보니까 비용이 따로 돌어가시는데 자한 비용은 고객님이 쌩각이 틀리라는 건  아니애요그 이게 확씰하게 태표로 나갈  있는 이라서제요가 설명을  드 예요.  그게 10만 원이음 니라 10만원은선저의자 떼는요 거구 이 자기가 되었죠.  드럼틱이그 있어요 검사합니다",1,대출 사기형,asr_noise,5.mp3
asr_phishing_대출 사기형_6_6,"어그 이거 그동안해보셨어요 늼 저 통화했는 데요. 이제 조금  이하게 내가 지금 상황이  좀 안 하고 싶나 어떤 들을요  그러새요? 아니요. 예진은 처음애 돈을 으라고 하데 부원의 글플로딩에서 거기로 돈을 넘어라오까 가 이해 안되서 자 지금 유진아 쪽에사 공무원 확인해  드건데 그쪽에서 저희 쪽우로 계아는 얘기를 해주어셨어요네 네어 그때 또 이번에도 조금 이 안되죠  아, 네. 제가 알아보코 다단대 연락드릴게요.  다려보쎄요. 알 겠습니, 고",1,대출 사기형,asr_noise,6.mp3
asr_phishing_대출 사기형_7_7,"잘 가세음요. 네 어제 통 화음했던 호관입니타. 어 떻게 가에 결과  안내자 오늘 어췸에 화린고 가 얘기를 했었는데 어떻개 퉁화적인거지? 절 하세요.일단 최대한 돈은 객이 신청하신 최대 토는 3 000만까지 가능허시쿠요. 3일은 금그 이 5.5%의 성흥 기간 0개월 잎니. 5년이고그요 월 상올 허시는 금액은 요0개기준 원금이죠 포함되신금액로 57만 331저5 홬인되요시면 되기 괜찮으세요  이제 5.5%입니다요, 겁까  아예, 나가라요 괜찮 으새요 ? 어니 괜찮아요 하시냐고요 그 간단하게 탑풍 설명터 드릴 현재 쥔행하네시눈 대출  상품은 신용대출은 아뉘구 소득담보대출이라 그래서 연체를 할 경우 고의정이 상한회뷔가 있을 경우향후고객의 발생하시는 뮈래수두 부분에 대한 책권 출에 대한 권한을  받 고 진행이 되시는 대출품저 입뉘다  괜찮으가요 이 혈액을 부여하는 과정으 로음는 직접 고객요님께서 법법위 변명사음 공징사무실 지정네해주셔서 저 은행 직원 파괸나거시는 부분을 만나뵙고 3자 대면을 통해서 대출 선은 공징서를 장상하게 된군요. 이게좀 어려우실 경우에는 자희 은획 쪽 위 로 위임 처리하시눈 방법도 있으시니까 어게 어떤 법으 진 행을 토어와드릴까요? 만에 지역이 지금 디죠?그 집안 같은 경우를 시간아이 걸려 한 일주일 정도  위 처리하싀면 당일루도 가능하시고 위임을 하면 어게 돼? 위임 허실 켱우에는 방문위나요 대방 없이 드는 자러받으시고 취를 해서 대출각사는 공중소리를 장성요하고요. 오토그 드로 등기발송 처리를 해드리고요. 그람 파로 되고요 그렇죠, 당일도 가 눙하시구요 다먼 위어임리해 하실 경우에는 이제 뭐 스스로는 저그희가 대신 되드리네지만 위임처  리병이 따로 발생이 되세요. 얼마긴가저요? 20만원이 5.5%음는 고정금이죠  중도상어황 스스로는 최소 개월 동안 한 번 여쭤보시면은 중도 상황 스스 루에 안 받습니다. 아, 그럼 그 다음 방문해 추실레요 그러면 고객께서직접 법무법위원 회변론싸 공상실 지정하 고 재연행 직원위 바괸너가는 걸 해드릴까요? 아, 그렇게까지 해야 돼요 팡문을 헤달라구 하신 거 아니에요 지큼?  아늬 저는그 아서 좀 그러자 하코 그런 줄 알. 어니예요 유선상으로 대줄헐 때아는 찾아가는 거는 최하위저 우썬쑨이 진행입니다  그 은행이 어디아요? 햇살저치군그행입니다아. 햇살�저분행이아아, 산전기군행... 러면 지계 되아야죠. 네? 매우 연기네는 사항그위죠. 그란 수금은 바로 하기로 는 거 고 와가 지고 그 시간 동언 이 보고 죠 그요컨 뭐 고캑님께서 결 정해조셔야죠 제가 이렇게 하나 저게 나 소 없우뉘 그럼 바로 해주세요 바로 그냥요 윈초리어으로 진행을 도와드릘까요?  윈초 뤼병 발생되시는 액 은 경우에논 실제 송되신 수수는 아니시기 문에요 정상생이나  구결 결과 받아오시면 10저% 환큽편인 해드립니다. 다만 단순 갠심을저 취소하씨면 한급이 안 됩니다.어 네, 그라면 일단설의적 수소부터 한번 진행볼게요 사업저 선 중 읬으시죠요? 그리고 신분증 안면 두저가 지 진 어서 카톡 으로 좀 보네주시고요 카카오톡으로 제그가지금 메아세쥐 먼저 하 보 내 드릴게요그 금 메쇄 전화 포내드 렸거든요? 카토 왔네나요음 이저쪽으 로 구객님  사진 찍어 보네시면 되 새요 다른 궁금허 건 없으음고  부지면 다른 거 필요한 건 없네. 추가적 인 첩수 처리 없으세요?네 통장보로 안 좋은 가 그건 이 제아 등록하고 왜 줘  봐야죠 지 금 다고 적어오시쇼 면어떡합니꺼 고객님 지금 심부푼도 첩쑤도 안 해는데 그냥 부 족어로만 여요쭤보면어 뭐 니까 제가 있는거니깐 네 알겠습니다제가 점심시간 이후떼 다시 한네번 절허 드리겠습늬다 아 바 안고요 어니 나... 헐접수가 언제 가능허신대요? 지금 사 가르치워서 내지면 안돼요?진 찍어서 보내 주셔 되는  로 능하세요  그럼 지아금찍어서 보내주세요. 그때 브네이로그하고 지금 사그과 같어이 찍어도 요? ! 어 찍어도 되냐고 올려놓고? 찍어도 됐냐고, 올려놓고? 아 예, 상관으시죠 뭐어 여보세요? 네, 그래서 이제 보 니더. 화  끊을요 그러면 가? 아요, 조금 보냈어요. 네? 냬거요. 아  맞네, 지곰음 왔데요 도와주기. 아 예.. 잠깐만요...아 그러 지금 바로 그냥 진행을 도와드려 볼게요. 일단 지금 실제 거주하요시는 지역이 올산이어세요? 울산나는 곳  심사네자료정리를 바루 전행 진행도와릐겠습뉘다. 실제 거시하시눈 지역은 울산 넘 사용 하시는 희생전환으로동신로논어게 세요?  본인음명이새요?그 금지사아 올라가시는 금액은 3천만원의 사올라가쉬고요금리는 .5음% 고정금 리에 상황 기간은60개월, 5이구요 상을 하 시금액은 5 7만3천음5원윕니다 맞죠? 네 상을 하는 일자는 지그금 좀 바쁘세요 집 언하신 것 같아요 많이 말씀야 해요. 아, 말씀요드리는 건 말쑴드는 집중울 안 허 것 같다? 네 집중하실 거예요저 네, 알겠습니다 알겠솝니다저 예예 매월 상을 하시면 일자는 며칠 내 드릴까요?음 다 지쥐 요. 4월 변동 안 되세요?  응 아헤 줄 생인 나셨으시 경우 충은손덜받아 오쎠서 좀 계좌 한번 부네탁드릴네게요. 그럼요. 아까 결승하면저 하나어 . . 믜안어  코유 본읜명이세요?  예, 순합 담덩인 계좌번호눈 파로 카카우톡으로 내드릴 거고요. 순합 능하신 시간은 얼마나 걸리요? 그렇네.  위인리병 순합초리해 주 신다 하셨잖아요 아 제거  저 돈올 드려야 되거요 그 한저거위에?  신 보죠 네,,예 다 거기서 제하아고 돌어던데 아, 안돼? 아저니구요 그러면 저희가 이제 따로 순합리를 안받고 징을 쥑  하시는 걸로 처리할테니까요 사무실 좀 알어요보시고 연락을 세요. 아니, 돈 을 그랗게 먼 낳는 건 처움어인데 대체 받으저세요 원래는 만저 넣은요거 아니에요  근요데 훈처리하실 경요우에만 만저 받는 가예. 게 쏠직히 부시구 계신 것 같기도 하고 어,00원은 돈 또 아니겠지만 좀 이네요 제가 지 대세 가 거  하셨을 텐네데요 .  들 면은 그이 못 되었커나 해 줘서 2,000원이 먼저 넣아 이건 아닌 것 같은그 씀드리잖아요 위치 요,009원놓쥐 않으쎠도 되고 그런그 사 건으 선입주시고 연럭을 조시면아 저희 화의 파견 간다고요.그 공중로 지금... 공중에서 희가해트 수 있는 담물 있어요?   그럼 떻게? 제가 뭐 인수는 바로 다 는 거지. 이상하게 인숨이 많이 보일 수 있어. 희 망한 게 아니라 지금 작경에요이 안 잖아요! 돈을 먼저 늘어난 거라는 건 유지원 씨는 이해가 안되네요. 얘가 안돼요.  가되는 게 대가리가 빠가나서 고레요. 빠가?  말하는어 가말아, 보일 도 있으 안돼. 무 슨 보인 스피싱이에요? 과 고객님 대출 진행하실까요? 안녕세요. 여보세요. 뻐가그요. 대출진행할 수 는 요건이되세?! 아, 처게 아니.근 데 안는데 내 칀구 간다  에네 경찰에 완해오신 거예요요. 어? 어디까지 오고 계니 촘있 김씨 같은 새뀌가 그냥 컷 그냥  안 할거 알네코 있었어 그러니까 내가 이러 지  신화",1,대출 사기형,asr_noise,7.mp3
asr_phishing_대출 사기형_8_8,"안녕하세요어 안녕하쎄요, 고객님 김정연 대윕니다.   대리님. 고객늼이 연어럭이 무  되셨어서 지금네..  너무바빠서음요음. 지금은요 좀 연락 이제 가능하신 건거요? 네네네. 대어리 님 희 남의돈 계시니까 좋으세요!  손 말슴이시죠.. 어.요제가 보니까제게 사관 터 안되있더러고요. 사안이 안 되셨라고요? 네햤 어디가 사을 안 드신요다는 거죠네 그 꼭 크래이 공무는 예..사어관이 더 안될텐데요. 고위센터에서 알네아보신건가요?  네저 어제 상한허신 거 수요윌 날 상한.. . 어니 근 시만그우어울할상 한 말씀 하신저 가죠어그게 지금 고위터로 넘어가는  좀 서류가 늦 들어가 서 확이 안 되실 수도있어요 어떻게 기록 삭가 바로 되논데 확인 안 돼요? 그쪽에서 기록 삭제 하고 그냥 낙푸허잖어요. 낙부를 완료되엇잖아그요. 그 정도 전산망우루 이제 고위선소한테 보내야 , 서류를그. 그 부 이 지금 묵요일아날 이어  수요일 그 천널네, 수윌로 빨이었잖아요음. 그래서 그게 아마 밀리셔가구 화열끼에 밀리셔가지고 오늘까지  안 되 시면 5월쯤어에 아 구쪽에서 고순도 확인을가능하신 보그본죠 그렇구너저. 대리! 네? 사지 제 마시고요 다른 사어람들  피해지지 머시고 그러다 더 해봐 봐요 모슨 소리 시는 가저죠? 지금 그개가 제가 신고놨거든 개가의 돈을 다빼가네셨더라고요 바로",1,대출 사기형,asr_noise,8.mp3
asr_phishing_대출 사기형_9_9,"여보세? 안녕하세요. 근 저** 먾으신가요 ? 네,네그 내 안녕하세 여기 스아포츠토토 이트데요 아 다름이 아니구요 사아장님께서 혹씨 서시는 자가 있으시면 저희음가 월 400서 네5음0먼원꺼지 선지급 해고 대받고 있어써 연락드립니다 저는 토토 안하는 어떻게 지분을 알 수 있겠쵸?  뭐 혹시 온라에 가입하신 적은 없으세요? 네 가입하네신도 없어요  저, 저 만약에요 하 나 없으면 좋갰어요네 저희는 그 손님 게임 이 혼너용으로 사용하는 겁니저다 체 뭐 잘하기가 떼에 모르겠는데... 아니 고러니까 사장뉨께서 혹시 그 퉁장 있으면 여기 요55 시 까지순위급 해드리고 께서 하실 수 읬는 거 있으시면 혹 무슨 살팅도 알 수 있을꺼 요? 첫, 첫 두센트요 아.저..아.. 네 그러면 생각하고 나중에 연두릴게저요 예, 알겟습니다",1,대출 사기형,asr_noise,9.mp3
asr_phishing_대출 사기형_10_10,"안녕하세요. 네, 여보세요 아 예 안녕하세요 저이거 나 깨비타에다 연락을 드렸습니다. 그래요?, , 예. 이 형님아께사중기업체 통해써 이제 필요 작은 부분 좀저 신창허신아 것 때문에  연락이 된 거구요 지금 이용중이신 고급니권 제목으로 시행지 사나마미 이어런 고곱 니 제무 이용하시는 부분 10% 이음하 때 전데화 한 대출로 연락 좀 드렸었습니더  지금 보시면 신어 곰급 푸분과 콴저계없이 저어희 측에사 10% 이한 대의 정국이 대원 상으 실론상품이나 바꿔 리면 이런 상붐을아 정부 지원 상품에 지원자 락을 드린 가저고국립 디 어 이용 중이십 시요? 네. 어디 어디 용중어이저십니까? 대법권 그러면은 어디아 어디용중이세요? 가 헌번 보고 전화헌번 해드어릴게요.알겠습뉘다  바로 연 한반 좀 부탁드립다.",1,대출 사기형,asr_noise,10.mp3
