id,text,label,category,source
aug_수사기관 사칭형_0001,"여보세요, 네, 본인 김민재 씨 맞으십니까? 아, 잠깐만요. 서울중앙지방검찰청 형사부에서 연락드렸습니다. 지금 통화 가능하신지 먼저 확인드릴게요. 저희가 본인 명의로 개설된 농협 계좌가 대포통장으로 확인돼서요, 긴급으로 말씀드리는 겁니다. 뭐라고요? 농협이요? 네, 농협이고요, 하나은행 계좌도 함께 연관돼 있습니다. 아, 그러니까 본인께서 직접 개설한 적이 없다는 말씀이신 거죠? 네. 알겠습니다. 그럼 일단 안심하시고, 대신 지금부터는 제 말씀 끊지 마시고 그대로 따라와 주세요. 본 건은 단순 확인이 아니라 이미 금융사기 조직에 본인 정보가 유출된 사건으로 들어가 있습니다. 현재 압수수색 과정에서 본인 명의로 된 통장 2건이 발견됐고, 그 안에 범죄자금이 입금된 상태라서 계좌 지급정지, 그러니까 쉽게 말하면 묶는 조치가 들어가게 돼요. 묶인다고요? 네, 바로요. 지금 지금 바로 처리 안 하시면 본인 명의 전체 금융거래가 추가로 동결될 수 있습니다. 아 잠깐만요, 제가 설명을 드리면요, 이건 피해자 보호 절차입니다. 본인께서 아는 가족분, 지인분, 은행 직원분과는 연락하시면 안 됩니다. 특히 지금은 제3자에게 말씀하시면 안 돼요. 왜요? 이유가 뭐냐고요? 현재 수사망이 넓어져서 외부로 새면 범인들이 계좌를 도주 자금으로 빼돌립니다. 그러니까 비밀 유지하셔야 하고, 저희와만 진행하셔야 합니다. 이 통화는 녹취됩니다, 그리고 본인도 녹취 동의하신 걸로 기록 남습니다. 네. 지금 본인 확인을 위해 주민번호 앞자리 말씀하시고, 사용 중인 계좌가 농협 외에 하나은행, 국민은행, 기업은행 중 뭐가 있는지 말씀해 주세요. 아니 그걸 왜요? 본인 명의로 추가로 묶을 계좌가 있는지 확인하는 절차입니다. 지금 안 말씀하시면 검찰 쪽에서 일괄 압수로 넘어가요. 그러니까 지금 바로 말씀하셔야 됩니다. 아, 잠깐만요. 제가 제가 드리는 말씀이 겁주는 게 아니라, 본인 보호예요. 혹시 최근에 통장 양도, 카드 양도, 대출 조회 이런 거 하신 적 전혀 없으시죠? 없어요. 네, 좋습니다. 그럼 명의도용 피해자 가능성이 높습니다. 그럼 계좌번호 뒷자리 확인하겠습니다. 하나은행 끝 네 자리 말씀해 주세요. 잠깐만요, 메모해 두세요. 지금 바로 확인되면 동결 전 해제 절차로 돌릴 수 있습니다.",1,수사기관 사칭형,augmented_llm
aug_수사기관 사칭형_0002,"네, 경찰청 금융범죄수사대 박성호 수사관입니다. 통화 녹음 남고 있으니까 먼저 듣고 계시면 대답만 해주세요. 지금 본인 명의로 된 국민은행 통장 하나가 불법자금 세탁에 사용된 걸로 확인됐습니다. 네? 국민은행이요? 네, 국민은행 맞고요. 더 나아가서 기업은행 계좌도 압수 목록에 같이 올라와 있습니다. 저는 그런 거 없는데요? 아, 그게 아니라, 그러니까 지금 선생님 계좌가 실제로 본인이 모르는 사이에 개설됐는지, 아니면 본인이 양도했는지 확인하는 단계입니다. 본인이 아니라고 하시면 더 빨리 정리됩니다. 지금 수사 자료상으로는 3주 전에 서울 쪽 지점에서 개설된 걸로 나와 있고, 개설 즉시 대포통장으로 넘어간 흔적이 잡혔어요. 저희가 이미 계좌 지급정지 처리 해놨는데, 남은 타 계좌도 같이 묶일 수 있습니다. 묶인다고요? 네, 압수하고 동결합니다. 그럼 어떻게 하라는 겁니까? 제 말씀 끝까지 들으세요. 지금은 가족이든 친구든 누구한테도 말하지 마세요. 특히 계좌에 돈을 옮기거나, 현금 인출하거나, 은행 상담받으시면 안 됩니다. 그거 다 기록에 남습니다. 본인 보호 차원에서 비밀 유지가 필요해요. 지금부터 본인 신원 확인하고 피해자 등록 진행해야 됩니다. 이름 다시 말씀해 주세요. 네, 좋습니다. 그리고 본인 사용 은행이 국민은행, 농협, 하나은행 중 무엇인지 확인해야 합니다. 하나은행이요? 아, 하나은행도 쓰시네요. 그러면 지금 그 계좌 끝자리 두 개만 확인하겠습니다. 아니 끝자리를 왜 알려줘야 돼요? 안 알려주시면 본인 명의로 된 다른 계좌까지 같이 묶일 수 있어서 그래요. 지금 바로 알려주세요. 음, 이건 제가 설명을 좀 드리는 건데, 사건이 커지면 검찰 송치 전에 체포영장 신청까지 갈 수 있습니다. 뭐라고요? 그래서 제가 지금 이렇게 전화 드린 겁니다. 숨기실 필요 없고요. 아예 모르는 계좌면 모른다고 하시면 됩니다. 다만 모른다고만 하시면 안 되고, 계좌번호 확인은 하셔야 해요. 잠깐만요, 지금 메모하셨죠? 그러면 제가 다시 묻겠습니다. 국민은행, 하나은행, 기업은행 중 실제 사용 계좌가 어디입니까? 네? 하나은행 하나요? 알겠습니다. 그러면 하나은행 계좌번호 뒤 네 자리 불러주세요. 지금 바로요.",1,수사기관 사칭형,augmented_llm
aug_수사기관 사칭형_0003,"여보세요. 네, 금융감독원 조사지원팀입니다. 지금 본인 휴대폰으로 본인 명의 대포통장 관련 통지서가 발송될 예정이라 먼저 연락드렸습니다. 본인 성함이 이지훈 씨 맞으시죠? 네. 본 건은 단순 민원이 아니라 명의도용 범죄 연루 건입니다. 저희가 검찰청과 합동 확인한 결과, 농협 계좌와 기업은행 계좌가 불법 거래에 사용됐고, 그 명의가 본인으로 확인됐습니다. 농협이요? 저는 농협 없는데요. 아, 잠깐만요, 없다고 바로 끝나는 게 아니고요. 그러니까 본인 명의로 개설됐는데 본인이 인지 못 했을 가능성이 큽니다. 현재 계좌는 이미 지급정지 대상이고, 추가로 하나은행까지 조회 들어가 있습니다. 네? 하나은행까지요? 네, 그렇습니다. 지금 조치가 늦으면 본인 전체 금융 정보가 압수 대상으로 넘어가요. 그래서 말씀드리는 겁니다, 지금은 절대 다른 사람과 통화하시면 안 됩니다. 가족, 배우자, 지인, 은행 창구 누구도 안 됩니다. 왜요? 그쪽으로 새면 범죄자 쪽에서 회피합니다. 본인한테는 피해자 입증 기회가 있어요. 대신 지금부터는 제가 묻는 것만 답하셔야 합니다. 통화는 녹취 중이고요, 이 부분은 본인 동의로 기록됩니다. 네. 최근에 본인 신분증을 맡긴 적 있습니까? 아니요. 그럼 분실이나 사진 전송, 대출 비교 조회 같은 거 하신 적은요? 음, 그런 건 없어요. 네, 좋습니다. 그러면 명의도용 가능성이 높고, 지금부터 계좌 확인 절차만 남았습니다. 농협 계좌번호 끝 네 자리, 그리고 하나은행 끝 네 자리 말씀해 주세요. 아니 그걸 왜 지금요? 본인 명의 확인용입니다. 지금 안 하시면 동결이 길어집니다. 아, 그러니까 쉽게 말해서 지금 협조하셔야 피해자 처리로 넘어가요. 안 그러면 범죄 공범 의심으로 전환될 수도 있습니다. 네? 아니 제가 왜요? 그러니까요, 그걸 막으려고 전화드린 겁니다. 지금 바로 말씀해 주세요.",1,수사기관 사칭형,augmented_llm
aug_수사기관 사칭형_0004,"여기 서울중앙지방검찰청입니다. 전화 받으시면 끊지 마시고요, 사건번호부터 안내드리겠습니다. 저는 첨단범죄수사부 김도현 검사입니다. 본인 앞으로 개설된 국민은행 계좌가 대포통장으로 확인돼서 연락드렸습니다. 검사님이라고요? 네, 검사입니다. 그리고 추가로 농협 계좌도 같이 압수 목록에 있습니다. 본인께서는 전혀 인지 못 하셨다고요? 네. 알겠습니다. 그럼 지금부터는 제가 드리는 지시만 따라주세요. 본 사건은 이미 검거된 보이스피싱 조직과 연결돼 있고, 본인 명의 계좌가 자금 세탁에 쓰였습니다. 계좌는 이미 동결 조치가 들어갔고요, 이 상태에서 임의로 움직이면 압수 전환됩니다. 제가 제가 말씀드리는 건, 지금 이건 피해자 구제 절차라는 겁니다. 아, 잠깐만요. 본인 혹시 주변에 이 사실 알리시면 안 됩니다. 가족도 안 되고, 회사도 안 되고, 은행도 안 됩니다. 제3자와 공유하시면 조사 흐름이 깨져요. 왜 비밀로 해야 하냐고요? 범죄자들이 도피할 시간을 줍니다. 그러니까 본인만 알고 있어야 합니다. 네? 네. 지금 메모하실 수 있죠? 사건명은 명의도용 대포통장 사건이고, 본인 계좌가 농협과 국민은행 두 건으로 확인됐습니다. 본인 명의가 맞는지, 그리고 계좌 개설을 하신 적 있는지 확인해야 합니다. 저는 진짜 모르는데요. 네, 좋습니다. 그럼 피해자 가능성으로 보겠습니다. 다만 확인 절차상 계좌번호 뒤 네 자리와 최근 이체 내역을 말씀해 주셔야 합니다. 그걸 왜요? 본인 계좌가 범죄 자금과 섞였는지 확인해야 합니다. 지금 바로, 바로 말씀하셔야 계좌 해제 방향으로 갑니다. 아니면 본인 계좌 전부 묶입니다. 아, 그리고 이 통화는 녹취됩니다. 네, 네. 그럼 우선 국민은행 계좌 뒤 네 자리부터요. 잠깐만요, 미루시면 안 됩니다. 지금 바로 확인해주세요.",1,수사기관 사칭형,augmented_llm
aug_수사기관 사칭형_0005,"네, 경찰청 사이버수사과입니다. 제가 지금 먼저 말씀드릴 건데요, 본인 명의로 된 하나은행 통장이 범죄 현장에서 발견됐습니다. 그리고 농협 계좌도 같이 나왔습니다. 저희가 이미 공조수사로 확인해 보니까 대포통장 명의자가 본인으로 뜹니다. 아니 저는 그런 적 없는데요? 네, 그러실 수 있습니다. 그래서 지금 연락드린 겁니다. 현재 상황은 좀 급합니다. 본인 계좌가 이미 지급정지 대상이고, 추가 확인 없이 시간이 지나면 압수영장 단계로 넘어갑니다. 압수요? 네, 계좌 압수, 그리고 출국금지 검토까지 갑니다. 잠깐만요, 너무 급하네요. 네, 급합니다. 그래서 본인께 말씀드리는 겁니다. 지금 다른 데 전화하지 마세요. 은행도, 가족도, 지인도 안 됩니다. 제가 지금 드리는 절차 외에는 전부 중단하셔야 해요. 왜요? 다른 사람이 끼면 범인들이 계좌를 숨깁니다. 그러니까 비밀 유지가 필수입니다. 아, 그리고 이건 녹취됩니다. 본인도 동의하신 걸로 처리됩니다. 네. 우선 본인 성명 다시 확인하겠습니다. 그리고 국민은행, 하나은행, 기업은행 중 실제 쓰는 계좌가 있으면 말씀해 주세요. 저는 국민은행만 쓰는데요. 아, 국민은행만 쓰신다. 좋습니다. 그럼 국민은행 계좌번호 앞자리 말고 뒤 네 자리만 확인하겠습니다. 아니 그걸 왜요? 본인 명의인지 확인하고 동결 해제 절차를 넣으려면 필요합니다. 지금 안 말씀하시면 본인 명의 전체가 연쇄 동결될 수 있습니다. 아, 그게 아니라, 그러니까 지금 제가 사기치는 게 아니라 수사 절차입니다. 본인 피해 막으려고 하는 거예요. 네, 지금 바로 불러주세요. 잠깐만요, 메모 준비되셨으면 계좌번호 뒤 네 자리 말씀하시고, 최근에 모르는 이체나 입금 받은 적 있는지도 같이 말씀해 주세요.",1,수사기관 사칭형,augmented_llm
aug_수사기관 사칭형_0006,"여보세요, 김○○ 씨 되십니까? 네, 서울중앙지방검찰청 첨단범죄수사부입니다. 지금 통화 가능하신지 먼저 확인드리고요, 본 건에 대해서, 음, 말씀드리자면 선생님 명의로 개설된 농협 계좌가 대포통장으로 확인돼서 연락드렸습니다. 아니요, 저는 그런 거 한 적 없는데요? 아 잠깐만요, 제가 지금 설명드리는 게 아직 끝나지 않았습니다. 선생님 명의로 된 계좌가 범죄조직 계좌와 연결된 정황이 나왔고, 이건 단순 참고가 아니라 수사 대상입니다. 지금 바로 확인 안 하시면 계좌 지급정지, 그러니까 쉽게 말하면 묶인다고요. 그리고 추가로 압수 절차까지 들어갈 수 있습니다. 네? 저 진짜 모르는데요. 네, 모르시는 건 알겠고요, 그래서 더 전화드린 겁니다. 본인이 직접 개설하지 않았더라도 개인정보가 유출되면 이런 일이 생깁니다. 지금 여기서 중요한 건 제3자한테 절대 말씀하시면 안 된다는 겁니다. 가족분, 지인분, 직장 쪽에도요. 왜냐하면 수사 보안상 외부로 새면 안 되고, 자료가 다 엉켜버립니다. 지금 지금 바로 확인해야 해요. 명의도용인지, 아니면 계좌를 넘긴 건지 구분해야 합니다. 선생님, 농협 말고 또 하나은행 쓰시는 거 있죠? 네? 하나은행이요? 네, 저희 기록에 나옵니다. 그 계좌 끝자리 확인해 주셔야 하고요. 음, 혹시 휴대폰 옆에 메모할 수 있으시면 사건번호 적으십시오. 서울중앙 2024-1847번입니다. 지금 이 통화는 녹취됩니다. 아시죠? 네. 그리고 말씀드리는데, 지금 제 지시대로 하셔야 계좌 정지 전이라도 피해를 막을 수 있습니다. 우선 타인에게 연락하지 마시고, 은행에도 바로 전화하지 마세요. 지금 은행에 따로 전화하면 사건이 새어 나가고, 오히려 본인 계좌가 전부 동결될 수 있습니다. 제가 제가 드리는 말씀이 끝나면 확인 절차 안내드리겠습니다. 네, 네. 그러니까 본인 명의 농협하고 하나은행, 입출금 계좌 있으면 끝자리부터 말씀해 주세요. 잠깐만요, 지금 제가 말씀드리는 건, 이건 본인 보호 차원입니다.",1,수사기관 사칭형,augmented_llm
aug_수사기관 사칭형_0007,"네, 경찰청 금융범죄수사계입니다. 황○○ 씨 맞으시죠? 아, 맞다고요? 좋습니다. 지금부터 짧게 말씀드릴게요. 저희가 최근 검거한 보이스피싱 조직에서 선생님 명의 국민은행 통장과 기업은행 통장이 압수물에서 나왔습니다. 네? 저는 국민은행만 쓰는데 기업은행은 없는데요? 음, 그게 바로 명의도용 가능성이 있어서 연락드린 겁니다. 지금 조직원 진술에 따르면 대포통장 모집책이 선생님 정보로 계좌를 만들었거나, 아니면 선생님이 타인에게 계좌를 넘겼을 가능성이 있어요. 아니 그럴 리가 없는데요. 아 잠깐만요, 그럴 리가 없다는 말씀은 이해합니다. 그런데 저희가 확인한 자료상에는 이미 계좌 추적이 일부 끝났고, 해당 계좌에 범죄 자금이 흘러간 정황이 있습니다. 그래서 지금 바로 사실관계를 정리해야 합니다. 지금 이 계좌들, 동결 안 되게 하려면 선생님 본인 확인이 필요하고요. 가족분한테도 절대 말씀하시면 안 됩니다. 특히 배우자, 자녀, 동료, 누구든지요. 외부로 나가면 증거인멸로 오해받을 수 있습니다. 네, 근데 제가 뭘 해야 되는데요? 네, 우선 메모부터 하세요. 서울지방검찰청 협조 사건으로 이첩된 상태고 사건번호는 1149-77입니다. 그리고 선생님 명의로 된 국민은행, 기업은행 두 계좌 중 본인이 실제 사용하는 계좌가 있는지, 끝자리 네 자리만 말씀해 주세요. 아니 그건 왜요? 본인 명의 계좌가 맞는지 대조해야 합니다. 지금 안 하시면 계좌 압수 절차가 진행되고, 금융거래가 전부 막힐 수 있어요. 네, 그리고 혹시 최근에 신분증 사진을 누군가에게 보낸 적 있습니까? 음, 없는데요. 아 예, 없으시면 더 다행입니다. 그럼 지시대로 하시면 됩니다. 제3자와 통화하지 마시고, 지금 이 자리에서만 답변하세요. 제가 제가 다시 묻겠습니다. 국민은행 끝자리, 기업은행 끝자리 말씀해 주세요.",1,수사기관 사칭형,augmented_llm
aug_수사기관 사칭형_0008,"잠깐만요, 통화 되십니까? 네, 금융감독원 조사팀입니다. 박△△ 씨 본인이시고요? 네. 본 건은 단순 안내가 아니라 명의도용 관련 긴급 확인입니다. 선생님 명의로 된 하나은행 계좌가 범죄에 사용된 사실이 확인됐고, 추가로 농협 계좌도 연동돼 있습니다. 아니 저는 하나은행 안 쓰는데요? 네, 그래서 지금 연락드리는 겁니다. 본인이 모르는 사이에 계좌가 개설됐거나, 아니면 누군가에게 계좌 정보를 넘겼을 수 있습니다. 지금 상황이 가벼운 게 아닙니다. 계좌가 동결되면 출금, 이체, 카드 사용까지 전부 막힙니다. 그리고 검찰 쪽으로 넘어가면 압수 절차까지 이어질 수 있어요. 잠깐만요, 제가 그럼 뭘 해야 하는데요? 우선 주변에 전화하지 마세요. 지인, 가족, 은행 창구, 전부요. 제3자 접촉이 되면 확인이 지연되고, 선생님 명의가 더 위험해집니다. 음, 본인이 직접 확인해야 합니다. 제가 지금 말씀드리는 계좌는 하나은행과 농협입니다. 본인 명의로 된 적이 한 번도 없다고 하셔도, 통신기록과 개설지점 확인이 필요합니다. 네? 개설지점이요? 네, 지금 저희 전산상으로는 서울 쪽 지점이 찍혀 있습니다. 그래서 선생님이 이체나 인증번호를 받으신 적 있는지도 봐야 합니다. 아 잠깐, 그건 없어요. 좋습니다. 그럼 제가 지시하는 대로 메모하세요. 사건번호 2024-0613, 금융범죄 연계 명의도용 사건입니다. 그리고 이 통화는 녹취됩니다. 선생님, 지금 바로 본인 명의 계좌번호 끝 네 자리만 확인해 주시면 됩니다. 아니 그게 왜 필요해요? 계좌 추적을 위한 본인 대조입니다. 지금 안 하시면 계좌 전체가 잠정 지급정지로 들어갑니다.",1,수사기관 사칭형,augmented_llm
aug_수사기관 사칭형_0009,"여보세요, 서울중앙지방검찰청 수사관입니다. 이○○ 씨 통화 가능하십니까? 네, 지금 말씀드릴 건데요, 선생님 명의로 개설된 기업은행 통장이 대포통장으로 잡혔습니다. 아, 저는 기업은행 없어요. 그러면 더 문제입니다. 본인 모르게 명의가 도용됐거나, 개인정보가 유출된 겁니다. 저희가 지금 압수한 휴대폰하고 통장 목록에서 선생님 이름이 나왔고, 범죄조직 자금이 그 계좌로 들어간 흔적이 있습니다. 네? 아니 저는 정말 몰라요. 음, 모르신다는 건 인정합니다. 그래서 협조만 하시면 됩니다. 대신 지금 이건 비밀 유지가 중요합니다. 가족분에게 말하지 마시고, 친구분들한테도 절대 말씀 마세요. 왜냐하면 지금 이 단계에서 외부 연락이 들어가면 계좌 추적이 꼬입니다. 본인 명의 다른 계좌, 국민은행이나 하나은행도 같이 확인해야 합니다. 잠깐만요, 국민은행은 있어요. 네, 좋습니다. 끝자리 말씀해 주세요. 아니 왜 끝자리를 말씀드려야 하죠? 본인 확인 절차입니다. 그리고 지금 바로, 바로 안 하시면 국민은행까지 동결될 수 있습니다. 계좌 지급정지는 쉽게 말하면 돈을 못 빼게 막는 거예요. 아 잠깐, 그럼 제가 은행 가면 되나요? 아니요, 지금은 임의로 가시면 안 됩니다. 수사팀에서 안내한 뒤 움직이셔야 합니다. 지금 통화는 녹취되고 있고, 본인 진술이 그대로 기록됩니다. 선생님이 피해자인지 공범인지 구분해야 하니까요. 네? 공범이요? 네, 오해 없게 말씀드리면 현재는 확인 단계입니다. 그러니까 제가 제가 드리는 질문에만 답하시면 됩니다. 기업은행 계좌 없으시고, 국민은행 계좌는 사용 중이시죠? 끝자리 말씀해 주세요.",1,수사기관 사칭형,augmented_llm
aug_수사기관 사칭형_0010,"네, 받으셨습니까? 경찰청 사이버수사대입니다. 정□□ 씨 성함 맞으시죠? 아, 맞다고요. 좋습니다. 본인 명의로 된 국민은행과 하나은행 계좌가 보이스피싱 조직 자금 회수 과정에서 확인됐습니다. 지금 이 계좌들 때문에 본인도 조사를 받으실 수 있어요. 아니 저는 그런 계좌 없는데요? 네, 그래서 바로 확인 드리는 겁니다. 대포통장으로 쓰였는지, 아니면 명의도용인지 구분해야 하거든요. 지금 시간이 많지 않습니다. 저희가 이미 일부 계좌는 동결 요청을 넣어놨고, 추가로 확인이 안 되면 전부 압수 절차로 넘어갈 수 있습니다. 음, 그러면 제가 어떻게 해야 돼요? 우선 제 지시 외에는 아무 말도 하지 마세요. 주변 사람에게 연락하면 안 됩니다. 특히 은행 직원에게도 미리 말하지 마시고요. 수사 보안상 제3자 접촉 금지입니다. 아, 그리고 지금 계좌번호를 바로 확인해 주셔야 합니다. 국민은행하고 하나은행, 둘 중 실제 쓰는 계좌가 있으면 끝 네 자리 불러주세요. 네? 그걸 왜요? 본인 명의인지 확인해야 하고, 범죄자들이 사용한 계좌와 대조해야 합니다. 잠깐만요, 제가 메모할게요. 좋습니다. 서울지방검찰청 협조건, 사건번호는 2409-33입니다. 이 통화는 녹취됩니다. 선생님, 지금 바로 확인 안 하시면 계좌가 묶이고, 경우에 따라 출석요구서까지 나갈 수 있습니다. 그러니까 지금 제가 말씀드리는 대로 끝자리부터 불러주세요. 아니 저는 진짜 몰라서요. 네, 몰라도 괜찮습니다. 다만 지금 즉시 협조하셔야 본인 피해를 막습니다.",1,수사기관 사칭형,augmented_llm
