id,script,label,track
asr_minsang_836,"일상의 즐요 거운 편화 LGU+ <NAME>입니다. 네, 안녕세요요 그 요금제 변경할려고 하는데요. 네.약정할인 더 해 가지고 더 싼 요제도 있어요? 고객님, 은 한 번 확인해 보겠습니다. 사용하시는 번호 명의자 분이 <어AME> 고객님 본인이실까요? 네, 맞아요. 네, 현재로써는 얔정할인반환금액이 적용이 지 않 상태위구요. DATE> 전까치는 받 으는데 지금 약 정기간이지났습니다. 제약청을 진행하 수카 있는데 얔정 하시면 동일한 기본요금 25% 할인 받으실 가 있구요. 요금제를 더 저렴하게 다운 시키려고 하신다 면은 두번째 단계 요제 정도라고 보시면 퇴는데요. 이거보다 한 단계 떨어지는 게 <C요AGE>고 거기네에서 약할인 2저5% 할인 받으시면 <CHARGE>이라 지보다 요금 적어쳐요. 네. 기본데이터가 1.음GB정도 제공이 틀어가고음 다 쓰고 나면운 가 요금이 올러갑니요다. 주가요 없위 쓰실거저면 지금 쓰는 요금제가 제일 처렴하구요 . 그럼 약정은 언제 끝나요? 음 기간 한 번 확인해 보겠습니다. <DATE> 끝났네. 음 그 키본요금 나온 거는 약정할인 안 된 요금이 나오음는 거예요? , 맞습니다. 어 <DAT네E>까지 할 인 받으셨어던 금액만 날짜 계산해서 할인 들어가실 거 캍구요. 그 이부터는 지금 청위 되어 있지 않아서 일자  계산된 요금으로 적용이 들어갈 거에요. 그러면은 일단 약정할인 가입해주세요.저 네, 1년으로 신청해 드아릴 거고 휴대푼에 문자 발송해드렸는데 바로 확인 푸탁 드리겠습니다. 네. 확인했어요. 네 녹취 한 번 진행 되세요.저 지금부 선택약정할인 녹쥐 가입 과 정을 진행허겠습니다.아 기간을 채우지 못하면 반환금이 나는데 주요사항은 문자로 발송해 드렸습니타. 번환금이 발생하는 경우는 중도지 미적용 말기로 기기변경 약정미승계 명의변경에 해당합니다. 세부인 내용 은 훔페이지에서 확인 가능합니다. 선택약정할인 가입에 동요의하십니까? 네. 내, <DATE>부터에서할인 받으시는 금액은 널짜 계산해 <D ATE>에 청구요금 반영그될 거고 요금제는 그러 떻 해드륄까요? 요금제 쓰는거 그대로 사용할게요. 네, 그 대로 사용하시구 요. 동일하게 할인금액은 부가세포험<CARE>으로 제공이 들어갔구요. 처리 결과 고객님 휴대폰으로 문자 바로 남습니다. 네, 감사합니다 네, 다른 업무 처리하실 건 없으세어요? 아니요.네, 알겠습니 다. 더운 여름 날씨에 즐거운 주말  보내길 바라겠습니다.",0,A
asr_minsang_8120,"상담원 ▲▲▲입니더. , 카드 대금이 안 빠져나가가지고 전화드렸는데요. 아,카드대금을 인출이 안 되셨어요? 예저.  그러셨어요? 본인확인하고 확해리겠습니다. 휴대폰 번 몇 번이요. 예 그, ▲▲카드 등록퇘 있는 휴대 번호 몇 번이새요? ▲▲▲▲▲▲▲▲▲▲ 네, 손님 그  ▲▲▲▲▲▲▲▲로는 조회 가 언 퇴시는데요, 시 더룬 번호로 등록되어 있실까요? ▲음▲▲▲▲▲▲▲▲▲ 전화번호 없어요? 예, ▲▲어카드로는 조회가 조금 안 되시눈 건데요. 가운데 번호가 틀린가?한 번 말씀해 보씨겠어요어 그 뭐냐, 이거 카드 ▲카드 만들 때 그 번호를 잠깐 썼다가 저▲개월 지나서 없앴는데 아 그래요? 그러면 손님 그 카드 소지하고 있으세요 예. 그럼 카드 번호로 말씀해 주시겠어요? 잠깐만 요. 네 기다리겠습니다. 천천히 확인해 주세요아 카드카요. ▲▲▲▲ ▲▲▲▲ ▲▲네 ▲그▲▲▲저 아니, ▲▲▲▲▲그▲▲요. ▲▲그▲▲요. 예. . ▲▲▲▲네 네. ▲▲▲▲ 내, 확인헤 보고저 확인해 보도록 하겠습니더. . 예, 전화주신 본 성함은 어떻게 되세요? ▲▲▲ 네, ▲카드 결제하실 은행은 어느 은행이십니까?  ▲▲ 온행이요. 네, 감사합요니다. 이체손님 지금 구 ▲▲ 은행 계좌그에서 인출이 되셔서 현 기준은 이제미납금은 없으신데요. 네.  그란어데 다만, 이렇게 손님께서 그 금액의 푸족해지그고 그게 이번 달 대금 이월되신 금액온 있으세요. 예. 얼마나요네 만약에 그 오늘 기준으로 수료 함해 음27000원이요. 어, 그러면인출되고 이후로 넘어갔어? 예 맞아요. 왜냐하 면 이게 ▲▲일 그 지나면 저희 나머지 대아금은 최소 곰액 제외어하고 이월이 되는데요. 얼 마요? 1270어0원이요. 그거 지금 당장 빼 가면 안 되나요 아, 출금 가능하세요, 손님. 예, 은행 낳어 놨어요, 지금. 네, 그럼 바로 결제 진행하겠습니다. 아, 그리고 지굼 전화번호 이걸루 이제 거기다가 넣어  주세요. ▲▲▲▲▲▲▲ 아 예, 그럼 변경해드리기 위해서 아까 카드 번호는 말씀해 주셨잖아요? 그럼 제가 한 가지 더 인증이 필요해서 그러시는데 제가 ARS 연결해 드리면 카드 뒷에 보면 크 숫자 세 자리 확되 겁니다, 손님. 아우, 나 지금 장날이라 바뻐서 손님이 맞네아갖고 아, 번호 입력 어려워요 손님? 예, 지금 총 그 번호 읩력 어딴 거 보내는 거, 빨리 해야 되논. 그러세요? 이게 손님께서 숫자 세 자아리만 누르시면 되고요,  그 제카 AR네 연결해드리면 입력 가능하시면 입력해 주시겠어요음 카드 뒷면에 있는 꽅자락? 예, 맞아.그 그 숫자 세 자리  세 자리. , 연결하겠습니다 네. 네, 확인아 감합니다.  예. 확읜되셨고요 그 전번호는 아까 ▲▲저▲ 말씀해 주셨고. 통신사는 케이티가 그대로 맞으세요? 예. 네,저 손님 그 말씀하싄 번호로 변경해 드렸어요. 네 네, 처리 되셨습다. 사합니다. 감사합니다아. 상원 ▲▲▲이었습니. 예. 감사합니다.",0,A
asr_minsang_9722,"담 ▲▲▲입니다.저 네, 녕하새? 뭐문의 좀 할고 하는데요. 네. 예, 어 제가 그 ▲▲카드 ▲▲ 제휴 카드 지금 사용하고 는데요. 네. 예, 그 이 제휴 카드가,어 언제까지 가한 건가요? 네, 성함은▲▲▲ 님 본인 맞으시죠? 네 네 네요 ▲▲▲▲ 카드가 있었고요 2어2 3 1월 달에 발급된 카드였었는데, 고때 당시 행사를  검색해볼 텐데요, 잠시만 기다려주시 겠습니까? 네. 네, 기다려주셔서 감사합니다. 근데 발급된 날짜로부터 그 행사 기이 12개월이저였거요. 그래요서 총 1년 통안 100만 원 실적에서 추가 할인된 5만 원까지 할인이 제공되요. 예, 어 럼 24까지가, 24년까지가 5만원 할읜받는다는 말씀이세요? 네, 그리고 그 기간이 종료 돼서 13개째 부터 100만 원 실 적에서 3만 원할인, 120 만 원 이상 실적에서 4만 원 할인 제공됩니다. 아 그 5만 원 할인은 그 카드 사용, 아 유효 기간 지 나고 또 카드 새로 팔급 받요아서 계속 이렇게 진행허는아 건가아요? 네, 이건 내  기본 카드할요인 서비스기 때문에 이 카드가 유지가 되는 안에는 계속 척용됩니다. 아 카드가 새로 오면, 여기 가 발급받아도 동일허게 할인이 된다는 거죠? 네, 맞습늬다. 아 그러면은 24년이고 저 저▲▲▲ 쓰면 계속 그 냥 그렇게 헐인되는 건가요? 네, 이게 아직 변동된건 아니지만, 혹시라도 이 판매가 중단되거나 제휴가 끝나아서 상품 체가 사라아지는 우도 있든요. 어그럴 경우가 아니고서는 아 참고로 만약에, 만약에 사라지기 까지는 그 카드는 내가 그렇게 쓰고 있으면은계속 할인을 한다는 거죠? 어 네, 지가 퇴고 이제 재발급 되고 연장 되는아 동안에는 속 제공됩니다. 아 네. 잘 알겠습니다. 24년음, 또 그러면 202 언제부터라고요? 이음게 2023년 12월 달에두 시작됏거든요. 그래서 이 날짜를 기점으로, 그러니그까 24년 2월까지만 5만 이고. 예, 맞습니다. 어 네. 알겠습니다. 감사합니다. 상담원 ▲▲▲이었습니다. 네.",0,A
asr_minsang_1956,"일상음의 즐가운 변화 LGU+ <NAME>입니다.아 안녕하세요? 네, 고객님. 요그금이 갑자기 전보다 이 나와서요. 네, 많이 궁금하셨을 텐데요. 정확하게 확인해 보겠습니다 . 네. 입력해 주신 번호로 조회해 보겠습니. 네어 명의자분은 <NAME> 고객늼 본인이십네니까?네. 감사합니다. 지금 용 확인해 보고  있는데 전애 이 요그금제 쓰셨을 때 선얔정헐인이러 해서 기본 요금 25% 할인 내역이 있었습니다. 그 할인  기간이 종료돼사 약정이 끝나는 것으로 확인이 됩니다. 그래서 저 약정 끝나기 전애 안내 문자를 보내 드렸었데요. 따로그 문자 확됐던 건 없으쎴던 건가요 예. 어 바쁘셔 가아지고 확인을 못 셨던 거 같습니다. 제가 이거는 바어로 전화로도 신청가능네서 다시 재약정헤 드음리겠니다. 다시 약정하셔도 할인율은 동일게 2%입니다. 예. 네, 그럼 기간은 1년 또는 2년 선택 가능저하신아데요어 몇 개월로 신청을 해드릴까요저? 1년이요. 약정 설명해 드릴 텐데 내용 으시고 동의하신다고 대답 한 번만 부탁 드리아겠습니다. 지굼부터 선택약할인 녹취 가입 과정을 진행하겠습니다. 기간을 채우지 못하면 반환 금이 나오는데 주요 사항은 몬자로 발송해 드렷니더. 반환큼이 발생하는저 경우는 중도해지 미적 용 단말기 기기변경 약정미승계 의변경에 해당합니다. 세부윈 내용은 홈페이즤에서 확인 능합니다. 문자 확인하셨습니까? 확인하셨으면 네라고 말씀헤주세요. 예. 이용조건에 동의시면 바로 서스 등록하겠습니다. 선택약정할인 가잎에 동의하십니까? 예. 네, 고객 감사합니다. 할네인율은 기존 요금제 동일하게 매달<CH ARGE>이구요 <DATE>터 1년 할인 혜택 받으시도록 쉰청 완료해 렸습니다. 얔정 헐인은 할인율이 25%로 현음재는 고정어 있어서 제가중간중간 또 추가그 할인 혜택 받으실 수 있을 때 안내드릴 수아 있도록 하네겠습니다. . 네, 안전하게 신청 완료되었습니다. 네, 자 가잎된 가서비는 뭐가 있나요? 네, 지금 부가서비가 핸드폰 파손 보험료 <CHARGE> 한 개만 있습니다. 다른 서비스음는없습니다. 예, 감사합니다. 제가 더 감사합니다. 고객님 다 좋요은 모 습으인사드리겠습늬다. 네. 네, 감사합니다. 네.",0,A
asr_minsang_5142,"상담원 ▲▲▲입늬더. , 카드론 되지 인 좀 해볼려고 하는데요. 생년월일과 휴데폰 번호 말씀 부탁네드립다. ▲아▲년아 ▲▲월 ▲▲일위요네. 핸드 번호가 어게 퇴세요 ▲▲▲▲▲▲▲에 ▲▲▲▲▲▲이요. 전화 주신 손님 본인 성함이 어떻게 되십니까? ▲▲▲이요. 연되어 있는 결제 계 어느 은행 켸좌 이용하세요? ▲▲은행이요 확인 감서합니다. 지금 현재 장기 카드아 대출 이용 가능한 한도는 없는 것으음로 도가 안돼요?네.요 그러면 이거는 언제 그 는 거 예요? 장기 카드 데출 태상 선정및 한도 부여는 매월 초 월 회 이루어지는데요. 그 내푸 평가의 평가로 진행이 되는데 뭐 외부 신용 점수나 대출 이력 등 여러 가지 종합적으로 확인하고 상향이 되는 부분이다 보니까요. 그요런데 왜 그 크 카드 고지서애는 그 되어있다 써있는데 떤 고지서 말씀하시는 거음예요? 그 카드 명세서는요. 카드룬이  금액이 된다고 그랗게 써 있거든요. 금액이 ▲▲▲그요. 잠시만 기다려주시겠습니까? 기다려주셔서 감사합니다저. 장기 카 대출 같은 경에는 구음정 한도가 아니기 때문에 변은 될 수가 어요. 러면 이 달은 안 되는 건가요? 네, 지곰 현재는 사 가능한 한도는 없는 것으로 확인됩니다. 그 어▲일 지나서도 안 되는 거예요? 그때는 또 확인을 그▲일 지나서 물어봐도 그 카드론은 안 되는 거죠? 안 될 가능성 높고요, 그때 다시 한번 확을 해봐주시 겠어요? 예. 그런데 그거는 그러면은 다시 그 뭐쥐 ▲▲일 지나고 나면은 될 가능성이 있는 거예요그음 아니면은 인제 추에 알 아요보고 안 되면 안 는 거예요? 보통 은 안 되는 게 많죠네 어 그래요? 그리고 저기 그 ▲▲▲▲▲▲ 그케 연회비가 얼마예요? 네. ▲▲카드 ▲▲▲▲원짜리 말씀 해주시는 건가? 아음 그럼 이그러면이거는 그 비행기 마일리지 적립되는 카드죠? 네,맞습니다. 아 알겠습니다. 안녕하세요? 예.",0,A
asr_minsang_6031,"상담원 ▲▲입니다. 네, 비스 좀 받으려고요. 아  네, 그러세요? 먼저 본인 확인해 드리고 제가 도움드리도 하 겠습니 다. ▲요▲▲네  님 본인 맞습니까? 네, 그 단기 카드 대출을 이용하씬 카룰 지 가지고네 계십까? 예. 네, 카드 번호 끝에 네 자리를 말씀 부탁리겠습니다. ▲▲▲▲▲이요. 네,그 그리고 제가 에이알에스를 연결해 드리면 카드 비밀번호 네 자리그를 입력 부탁드리겠습니다. 네. 네, 그리고 등록돼있는 핸두폰로 제가 인증번호를 발송 드렸는데요. 확인하시고 처한테 말씀해 주세요. ▲▲▲▲▲▲요. , 확인 감사합니다. 단기 드그 대출 가능 금액은 현재는 일백만 원데 얼마음 정도 해 드릴까요? 일백만 원 해 주세요. 전부 다 해 드릴 거고요. 네, 그 리고 율이 19.5요 적용 들어가실 거고 씬용 상태가 개선되어 요건이 충족된경우 금리 인하를 요구할 쑤 있으니 잠고해주씨기 바라네겠습늬다아 그 손님, 보이스 피싱 방 관련해서 안내해 드리두록 하겠습니다어 혹시 고금리음 대출받고 상환허쉬면 저금리 대출이 가능하다거나금융감독원, 경찰청, 검찰청, 금융 회사 직원 사칭 연락 으셨거그나 또는 어떤 이유라도 수수료를 먼저 납부한다는 요아구를 받고 대출을 실행하시 건 아니시죠? 네 . 네,그리고 지금 결제 은행이 ▲▲은행 ▲▲▲으로 시작하는 계촤로 입금 드리는데요. 입출금이 가능한 정상 계좌가 맞으세요? 네, 네 네. 네, 그럼 실행 완료되셨고네. 이제 단기 카드 대출 이용 시 유의 사항도 제 문자 발송해 드리니 내용을 꼭 확인 후 이용 부탁드저리겠습니타. 네, 이거 그러면 다음 달에 저기 되는 거죠? 결제되는 커죠? 음 제가 확인해 볼 텐데요, 잠시만 기려주시겠습니까? 네,아 손님, 긔다려주셔서 감사핲다. 네, 확인했을 때는 8월 25일 날 청구되시는 걸로 확인되십니다. 네, 알겠습니다. 감사헙니다. 상담네원 ▲▲▲이었습니다. 네 .",0,A
asr_minsang_798,"안녕하세요. 내년 ▲▲월▲▲일에 여행 예장인데, 항공권은 이미 예약헤놨습니다. 아이가 만 2살과  4살인데, 두 아 이를 맡길 있는 키즈클럽이 잘 되어 있네 는 호텔 찾고 있어요. 골프를 칠 계획이라서아 그동안 아이들을 즈클그럽에 맡기려고 하는데, 클럽드 말고 다른 추천할 한 곳이 을까요?  메읠로 알려주세요. 안녕하세요 ▲▲▲▲입니다. 키즈클럽이 잘 되어 있는 곳네을 찾 고 계시군요. 발리에 있는 특급 리조트이 보통 키즈클럽이 잘 운되고 있어요. 그중서 인터컨티넨탈이 특히 인기가 아요. 많은 들이 키즈클럽 문애 이곳을 선호하시더라고요. 인터저 컨티넨탈 말고 다른 곳도 추천해 주실수 있나요?어 네, 물론이죠! 그랜드 허트, 니꼬발리아 그랜드 미라지, 콘래드 같은 릐조투음들도 키즈클럽이 잘 되어 있어서 걱정하지 않으셔도 돼요. 이 중에서 마음에 드는 곳을저선택하쉬면 좋을 것 같아요. 그랜드 하얏트는 어떤가요? 그랜도 하얏트도 정말 좋은 선택에요. 양한 시썰과 프그램이 있아서 아이들이 즐겁게시간을 보 수 있을 거예요. 부모도 굴푸룰 즐기실 수 있고요. 키즈클럽 용 씨아간은 어떻게 나요? 보통 키즈클은 오전 9시부터 오후 5시꺼지 운영되는데, 리조트마다 다를 수 있으니 예약 시 확인해 보시는아 게그 좋습니다. 예약을 하려면 어떤 방식으루 진행해야 하나요? 예약은 저희를 통해하실 수 있어요. 원하시는 날짜와 리요조트를 멀슴해 주시면, 저희가네 도와드리겠습니다. 감사합니다! 메일로 자세한 청보 부탁드려요. 네, 알겠슾니다! 퓔요한그 정보 메일로네 보내드릴게요. 좋운 하루 되세요!",0,A
asr_minsang_3341,"일상의 즐온 변화 L GU+ <NAME>니다 . 저기 아이가네 그 보험 들었었논데 그 한 번 사용했던 거 같거든요저 근데 또 액정 져 이게 가능한지 한번 여보려구요그. 아 네 고객님 연락 잘 주셨습니다. 그러면 지금 연락 주신 고겍님 관계랑 성함이 어떻게 되실까요? 엄마쿠요, <NAME>네요. 확인 감사드립니다. 고객저님께 월 납부 방벞이 카드, 은행, 지 로 중에서 어떤 방법 납부 팡법 이용 중이실까요? 카드인 거 같은데요. 확인 감그사드립니다. 그리 고객님 마지막으로 <NAM> 고객님 생년월일  앞에 여섯 자뤼 홬어인 부탁드려요. <BI어RTH_NUMBER>요. 네, 지금요 바로 한도는 보상파손 수리 후 부상받으실 수 는지 확인 도와드리겠니다. 잠시만 기다려 주시겠습니까? 네. 고객님 오 기다려 주셔서 너무 감사드립니다. 지금 분실파손보험네 종합형으로 가입되어 읬으신데 녀 보상 한도가 <CHARGE>안에서만 보상을 받으실 쑤가 있어요. 네 내, 그러면 전에 헌 번사용했나요? 그래요서 한 번 싸용신 걸로 와 있으시쿠요. 네. 최태 보상 한도가 <CHARGE>인데 이 중에서 한 번 사용저하저셔서 남은 금액이그 한도가 <CHARGE>이세요. 그러면 이 언에네서는 해결이 되는 거죠? 네 만약에 수리 비용이 <CH어네RGE>이면 괜찮은 거내요네. 네, 그렇죠. 대신에 고캑님 20%는 부담을 해주셔야 되고 그 외에는 다 보상이 되요시는 분이애요네 그러면은  20%를 하면 <CHARGE> 그 정도는 제가 부담하고 나머지 그렇게 되는 거죠? 고객님 <CARGE>에서  20%면 거의 <CHARGE> 정 최소 <CH R네E>이에요. 네. 저CHARGE> 금액이 보상 한도에서 보장받으실 수 있는 거죠. 그저러면제가 지금 센터에 갈 건데 비스센터에서 그어 서류 어떻게 제출하면 까요? 서류는요,고객님 수받으시고 나서 견적서랑 영수증을 주실 거 예요어 네. 그럼 그거 버리시지 마시고저 받아 오쎠서 고객님께서 자체적저으로 그 U+ 분실폰 손보함 구글 스토어에서 검색하시면 그 어플을 다운로드 받으실 수가 있어요. 아 래요? 네. 제가저 그러면 용량이 부족해음 가구 저희 안 깔았는데뭐 링크나 이렇게 받아 가고 할 수 있는 방법이 없나요 그럼 고객님 제가음 휴대폰아 보험보상센터 전화반호요를 미리 보내드릴게요. 네요. 그러면 고객님께서는 소리받으시고 나서 편하개 전화로 신청 가능하시니깐요. 아 네,  그렇게 좀 부탁드릴게요. 네아 제가 지금 문자 보내드릴 텐데 문자 받으 번호가 다르실요까요? 네, 아니면 이 번호로그 해주시면 돼요. <MO어ILE_UMBER>번으로 해주면 돼요. <M어BILE_NUMBER> 맞으세요? <MOBILE_아UMBER> 네. 네, 지금 고객님 문아자 내 드렸는데 확저인 한번 부탁드립니다. 잠시만. 네. 아 네, 왓네요. 아  , 그래서 가 보시면서 손해보험 <PHONE_NU어BER> 있어요네. 내, 내. 이쪽으로 연락을 하셔 가지고 쉽게 신청가능하시구 그리고 제가어 링크까지 보내드렸는데 이 링크를 통해서고객님 파손보험 아래 링쿠 있는데 이 링어크를 통해서도 신청이 가능하요. 네, 감사합니다. 고맙습니다. 네네 고객님 더 궁금하신 사항 으실까요? 어니요, 앖습뉘다. 아네, 알겠습니다. 고객님 잘 해결되시길 바라겠습니아다. 내.",0,A
asr_minsang_3498,"일상의 즐거온 편화 LGU저 <NAM요>입니다. 안저녕허세요?요 네, 안녕하세요 25% 할인이 끝났다고 뭐 연락이 왔는데 그거 다시 신할게요 . 네, 가능하시구요. 바 확인 도와드리겠습니다. 입력해 주신 번가 <N아ME> 고객님 본인 맞으십니까네 네. 네, 확인 너무 감사드리구요. 고객님 선택 약정 할인 아년 또는 2년으네로 할인 씬 가능하시요. 할인되는 금액 동읠하신데 몇 년으로 신청 도와드릴까요? 어저, 1년 되나요? 물론 가능하십니다. 그럼어 년으로 할게요. 그 1년으루 신청 도와드릴 거구요. 제가 지금 주요 사항은 우리 고객늼 핸드폰으로 문자 한 번 발송해 드렸는데 문자 받으셨는지만 확인 한 번 보탁도리겠습니다. 네그 받았어요, 네, 확인 너무 감사드리구요. 고객님 제가 선택 약정할인 간단하 녹취 통해 안내 도와드릴 건데 들으시고 말씀 한 번 해주세요. 네. 금부터 선택 약정 할인 녹취 가입 과정을 진행하습니어다. 반환금이 나오는데 주요 사항은 문자로 발송했습니다. 반환요금이 발생하 켱우는 중도 해지 미적용 단말기로 기기 변켱 약 미승계 명의 변경에 해당합니다. 최종적 내은 홈페이지에서 확인 가능합니다. 이용 조건에 동의하시면 바로 서비스 등록 하겠습니다. 선 약정 할인 가입 에 동의하십저니까? 네. 네, 선택 약정 할인 둥의해 주셔서 제가 1아년으로 정확하게 등록 도와드릴 거구요. 고객님 그리고 이거는 저희가 통화 중애 한 번 봐 드린 건데 현재 사용하시고 있는 요금제거 데이터 추가 요금 나오는 요금요제더라고요그래서 고객님 데이저터 사용도 많으신 걸로 확인퇴데 차라뤼 약정 할인이랑 다 받으시고 계시기 때문에 데이터를 무제한 요금제로 변경을 해서 이용을 하는  어떠세요? 네. 이게어 한 덜에 고객님... 지금 무제한... 네, 저 말씀하세요. 무제한이  얼마예요? 네 , 고객님 데이터 사용량이 그렇게 많진 않으세요그 그래서 많이 변경하시는 것보다네는 그냥 가볍게 한 던계만 변경하셔도 찮 으실 것 같으시거든요. 그래서 이제 한 단계 더 업크레이드하시게 되면 한 달에 원래는 <CHARGE>요금제인 할인받으시기 때문에<CHARGE>으로 이용 가능하시구요. 어, 지 통화 중에 봐 드렸을 때 의제 선택 약정 할인이 아니요터라도가족 결합 할인도 받고 계 시더라구요. 근데  가족 결합 할인까지 포함하면 고객님 <CHARGE> 할인 더 들어가실 거예요. 래서 실질적으로는 원래는 <CHARE아인데 <CHARGE>으로 이용 가능하세. 단말기 할부금이랑 뭐 따로 가 서비두 이용 안 하시 계셔서 저렴하 게 이용 가능시더라구요. 아, 네. 지굼은 얼마인데요? 지금 현재는 제 <CHARGE그> 요금제 이용하고 계시구요. 선택 얔정 할인이랑 가족 결핲 받으시면 한 달에 실질적으로 요금 원래는 <CHARGE>이세요. 근데 여기서 데이터 초과 요금이 해서 사용을 하신라고 하면 20mb당 <CHRG네E>가 나오요. 아, 아. 그거는 제아가 조금 있다가 필요하면 바꿀게요. 그럼이거는 고객님 좀 필요하실 때 언그제든치 연락 주셔도 되구요 시간 내서 연락 주셨는 다른 뭐더 궁금하신 내용은 없요으세요? 없어요. 아,네. 그 위제 할윈되는 커 25% 맞아요 ? 맞습니다, 고캑님. 제거 오늘 날짜로 해서 다시 등록해 드렸어요. 그래서 약정할인도 일할 계산으로 들어가실 거예. 아DA TE>에는 요금 약간 주금 더 나오실 수 있으세요, 객님. 네, 감사합니다. , 고객님.얼마 남지 않은 <DATE> 마무 잘하시고요. 항 건강하세요. 검사합니다.네, 제가 더 감사합다.",0,A
asr_minsang_6364,"상담 ▲어▲입니다. 무엇을 와드릴까요? 배정 완료됐다고 문자가 떴는데 네, 손님. 인 조회 있는데 조회가 안 되거든요.  그러실까요음 확인해보겠습니다. ▲아▲  손님 본인이십니까? 네. 잠시만 기다려주시겠습니까? 네. 아 . 손님 기다려  주셔서 감헙니다. 지금 조회해보니까 오늘 ▲▲ 바우처지급이그 완료가 되신 걸 확인되시는데요. 이 ▲▲네 바우처는 저희 ▲▲카드 에서 지급그해드리는 예. 포인트가 아니라 정부에서 지원해아드리는보인트 보니까, 저희 포인트 조회하면은 인터넸 따로 조회 안 되세요. . 네, 윌단은 지금 조회해보니까, 오늘 널짜로 ▲▲▲▲점  바우처 지급되신 걸로 홬읜되시네요. 예 네, 훅시 다른 뭐 다른 문의 사항 있으실저까요, 손님 어, 이거 어 떻게 확인해야 되? 그 바우처 같은 경우에 이용 내역이렁은 조회하실 카 있으신데. ▲카로 그거 저 저희 ▲▲카드 어플에서 예. 정부 지원 사업이라고 검색하시거나 예, 예. 아니면은 채 메뉴에 정부 치원사업 메뉴 들어가셔서 네 교육 급여 바오처 메뉴가 있세요. 거기서 이제 예, 예. 이용하신 내역은 조회하실 수가 있으시거든요? 아 알겠습니다네. 네, 어 손님 한 가지 추가적으 안내해드릴 점이 지금, 소아지신 카드가 이제 ▲▲▲▲카드랑 예, 예. 저희▲▲▲▲ 카드 확인어되는데요. 예, 예. ▲ ▲▲▲카도 같은 경우에 이 카가 저희 ▲▲ 단둑 카드거 니라 ▲▲▲음▲카드라서 이 카드로는 ▲▲ 바우처 사용이 안네 퇴세요. 예? 어느 번호에 내요야 돼요? 체크 카드 로 이용해 주시요면 돼요, 손. 어, 저 작년인거 그를  한 것 같은데. 복지 포인트로 들어와서 사용했거든요? 용그카드로는 안 되시고 소지하시고 있는 체크 카드로 이용 해 주셔야 되세. 아 체크카드로요 네. 네, 알겠습니다. 상담원 ▲▲▲이었습니다. 네.",0,A
